X,Y,OBJECTID,C_ORD,ARRO,QUA,IRIS,NUM,LET,TYP_VOIE,LIB_VOIE,NIV6,LIBACT,SIT,CODACT,SURF,CC_ID,CC_NIV,TYPE
648891.096496582,6864220.81030273,18648,21308,8,30,751083002,228,,RUE,FAUBOURG SAINT HONORE,1,Commerce détail de boissons,R,CA111,1,,,C
648881.38092041,6864227.29772949,18649,21309,8,30,751083002,230,,RUE,FAUBOURG SAINT HONORE,1,Supérette  classique,R,CA302,1,,,C
648849.033874512,6864249.29187012,18652,21315,8,30,751083002,236,,RUE,FAUBOURG SAINT HONORE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
648961.041687012,6864136.04931641,18699,21382,8,30,751083001,10,,RUE,BERRYER,1,Traiteur asiatique,R,CA102,1,,,C
649000.818115234,6864128.99627686,18701,21384,8,30,751083001,179,,RUE,FAUBOURG SAINT HONORE,1,Pâtisserie,R,CA104,1,,,C
648948.770324707,6864162.73272705,18711,21395,8,30,751083001,189,,RUE,FAUBOURG SAINT HONORE,1,Chocolaterie - Confiserie,R,CA105,1,,,C
648938.781311035,6864136.57647705,18720,21405,8,30,751083001,7,,RUE,BERRYER,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
648845.152526855,6864233.13348389,18729,21418,8,30,751083001,199,,RUE,FAUBOURG SAINT HONORE,1,Commerce détail de boissons,R,CA111,1,,,C
648841.836303711,6864235.37030029,18730,21419,8,30,751083001,199,,RUE,FAUBOURG SAINT HONORE,1,Chocolaterie - Confiserie,R,CA105,1,,,C
648598.064697266,6864050.03308105,18748,21442,8,30,751083001,9,,RUE,ARSENE HOUSSAYE,1,Chocolaterie - Confiserie,R,CA105,1,,,C
648641.141296387,6864006.37927246,18782,21491,8,30,751083005,31,,RUE,CHATEAUBRIAND,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
648824.581115723,6863864.29772949,18823,21584,8,30,751083005,13,,RUE,WASHINGTON,1,Commerce détail de boissons,R,CA111,1,,,C
648957.770324707,6863994.40710449,18850,21633,8,30,751083005,37,,RUE,WASHINGTON,1,Alimentation générale  <120m²,R,CA301,1,,,C
649065.320922852,6863919.69750977,18876,21666,8,30,751083005,29,,RUE,BERRI,1,Supérette  classique,R,CA302,1,,,C
648826.155883789,6863758.63031006,18880,21671,8,30,751083005,102,,AV,CHAMPS ELYSEES,1,Chocolaterie - Confiserie,R,CA105,1,,,C
648884.147521973,6863904.79748535,18892,21696,8,30,751083005,24,,RUE,WASHINGTON,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
648899.047302246,6863919.33648682,18894,21698,8,30,751083005,28,,RUE,WASHINGTON,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
648893.292724609,6863913.77911377,18896,21700,8,30,751083005,28,,RUE,WASHINGTON,1,Alimentation générale  <120m²,R,CA301,1,,,C
649094.609924316,6864071.25891113,18930,21739,8,30,751083005,165,,RUE,FAUBOURG SAINT HONORE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
649213.811889648,6864042.67529297,18936,21745,8,30,751083006,45,,RUE,BERRI,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
649219.662719727,6864048.13128662,18938,21747,8,30,751083006,45,,RUE,BERRI,1,Alimentation générale  <120m²,R,CA301,1,,,C
649279.729125977,6864085.62451172,18961,21772,8,30,751083006,50,,RUE,BERRI,1,Supérette  classique,R,CA302,1,,,C
649381.196105957,6863991.5335083,18990,21817,8,30,751083006,9,,AV,MYRON HERRICK,1,Supérette  classique,R,CA302,1,,,C
649338.30090332,6863866.59729004,19022,21857,8,30,751083004,6,,RUE,COMMANDANT RIVIERE,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
649378.49432373,6863879.26812744,19036,21872,8,30,751083004,73,,AV,FRANKLIN D  ROOSEVELT,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
649157.261108398,6863953.45550537,19041,21878,8,30,751083004,24,,RUE,ARTOIS,1,Alimentation générale  <120m²,R,CA301,1,,,C
649309.567504883,6863931.78088379,19056,21895,8,30,751083004,2,,RUE,SAINT PHILIPPE DU ROULE,1,Alimentation générale  <120m²,R,CA301,1,,,C
649206.306274414,6863727.60070801,19080,21924,8,30,751083004,116,,RUE,LA BOETIE,1,Commerce détail de boissons,R,CA111,1,,,C
649166.241271973,6863728.26049805,19085,21929,8,30,751083004,48,,RUE,PONTHIEU,1,Traiteur asiatique,R,CA102,1,,,C
649046.792724609,6863649.66131592,19146,22016,8,30,751083003,66,,AV,CHAMPS ELYSEES,1,Traiteur asiatique,CC,CA102,1,31,0,C
648972.557128906,6863686.25152588,19196,22077,8,30,751083003,76,,AV,CHAMPS ELYSEES,1,Chocolaterie - Confiserie,CC,CA105,1,33,0,C
648935.521911621,6863704.50512695,19210,22106,8,30,751083003,84,,AV,CHAMPS ELYSEES,1,Chocolaterie - Confiserie,CC,CA105,1,34,0,C
648935.521911621,6863704.50512695,19220,22120,8,30,751083003,84,,AV,CHAMPS ELYSEES,1,Glacier : vente à emporter et consommation sur place,CC,CA113,1,34,0,C
649259.678100586,6863669.47052002,19279,22228,8,30,751083003,31,,RUE,PONTHIEU,1,Traiteur asiatique,R,CA102,1,,,C
649232.629272461,6863682.66290283,19282,22233,8,30,751083003,35,,RUE,PONTHIEU,1,Supérette  classique,R,CA302,1,,,C
649261.957702637,6863742.71270752,19309,22265,8,30,751083004,89,,RUE,LA BOETIE,1,Produits alimentaires bio et circuits courts,R,CA115,2,,,C
649306.080322266,6863659.89129639,19321,22278,8,30,751083004,28,,RUE,PONTHIEU,1,Alimentation générale  <120m²,R,CA301,1,,,C
649354.18572998,6863635.65350342,19338,22298,8,30,751083004,22,,RUE,PONTHIEU,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
649432.986083984,6863583.17810059,19357,22319,8,30,751083003,7,,RUE,PONTHIEU,1,Traiteur asiatique,R,CA102,1,,,C
649501.541870117,6863757.47869873,19388,22350,8,30,751083004,48,,RUE,COLISEE,1,Alimentation générale  <120m²,R,CA301,1,,,C
649520.877929688,6863767.72747803,19392,22354,8,30,751083004,52,,RUE,COLISEE,1,Traiteur asiatique,R,CA102,1,,,C
649561.969909668,6863787.17633057,19396,22359,8,30,751083004,97,,RUE,FAUBOURG SAINT HONORE,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
649450.701477051,6863587.28710938,19422,22388,8,30,751083004,8,,RUE,PONTHIEU,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
649539.480285645,6863799.1428833,19431,22401,8,30,751083004,99,,RUE,FAUBOURG SAINT HONORE,1,Boucherie - Boucherie-Charcuterie,A,CA109,1,,,C
649530.511108398,6863803.91009521,19432,22402,8,30,751083004,101,,RUE,FAUBOURG SAINT HONORE,1,Pâtisserie,R,CA104,1,,,C
649510.120300293,6863814.74353027,19434,22404,8,30,751083004,103,,RUE,FAUBOURG SAINT HONORE,1,Commerce détail de boissons,R,CA111,1,,,C
649409.595275879,6863836.75048828,19453,22427,8,30,751083004,71,,RUE,LA BOETIE,1,Chocolaterie - Confiserie,R,CA105,1,,,C
648681.75390625,6864339.3336792,19462,22436,8,30,751083001,221,,RUE,FAUBOURG SAINT HONORE,1,Charcuterie - Traiteur - Epicerie fine,A,CA101,1,,,C
648642.846130371,6864358.26751709,19463,22437,8,30,751083001,225,,RUE,FAUBOURG SAINT HONORE,1,Chocolaterie - Confiserie,A,CA105,1,,,C
648635.377502441,6864361.13452148,19465,22439,8,30,751083001,225,,RUE,FAUBOURG SAINT HONORE,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
648600.553283691,6864374.23388672,19472,22446,8,30,751083001,233,,RUE,FAUBOURG SAINT HONORE,1,Commerce détail de boissons,R,CA111,1,,,C
648572.18951416,6864384.8994751,19474,22449,8,30,751083001,235,,RUE,FAUBOURG SAINT HONORE,1,Traiteur asiatique,R,CA102,1,,,C
648689.151489258,6864249.49707031,19478,22455,8,30,751083001,24,,AV,HOCHE,1,Supérette  classique,R,CA302,2,,,C
648408.253479004,6864175.36132812,19484,22469,8,30,751083001,8,,AV,WAGRAM,1,Commerce détail de boissons,R,CA111,1,,,C
649248.774719238,6863619.56469727,19540,22573,8,30,751083003,10,B,RUE,COLISEE,1,Torréfacteur -  Commerce détail  thé et café,CC,CA106,1,40,0,C
649257.592102051,6863625.69671631,19556,22595,8,30,751083003,12,,RUE,COLISEE,1,Traiteur asiatique,R,CA102,1,,,C
649377.567321777,6863592.71051025,19565,22604,8,30,751083003,49,B,AV,FRANKLIN D  ROOSEVELT,1,Chocolaterie - Confiserie,R,CA105,1,,,C
649377.567321777,6863596.71051025,19566,22606,8,30,751083003,49,B,AV,FRANKLIN D  ROOSEVELT,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
649377.567321777,6863600.71051025,19567,22607,8,30,751083003,49,B,AV,FRANKLIN D  ROOSEVELT,1,Commerce détail de boissons,R,CA111,1,,,C
649377.567321777,6863604.71051025,19568,22608,8,30,751083003,49,B,AV,FRANKLIN D  ROOSEVELT,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
649306.33392334,6863646.53991699,19570,22611,8,30,751083003,27,,RUE,PONTHIEU,1,Commerce détail de boissons,R,CA111,1,,,C
649302.769897461,6863648.355896,19571,22612,8,30,751083003,27,,RUE,PONTHIEU,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
650450.997314453,6863424.80407715,19718,22803,8,31,751083105,6,,PL,MADELEINE,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
650555.052490234,6863578.57287598,19766,22865,8,31,751083106,7,,RUE,VIGNON,1,Alimentation générale de luxe > 300 m²,A,CA205,3,,,C
650527.189880371,6863630.23468018,19770,22870,8,31,751083106,30,,PL,MADELEINE,1,Alimentation générale de luxe > 300 m²,R,CA205,2,,,C
650565.323120117,6863750.77008057,19784,22885,8,31,751083106,16,,RUE,TRONCHET,1,Chocolaterie - Confiserie,R,CA105,1,,,C
650571.263671875,6863762.73931885,19786,22887,8,31,751083106,18,,RUE,TRONCHET,1,Torréfacteur -  Commerce détail  thé et café,R,CA106,1,,,C
650571.229309082,6863669.48492432,19798,22904,8,31,751083106,13,,RUE,VIGNON,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
650572.985290527,6863679.32110596,19800,22906,8,31,751083106,15,,RUE,VIGNON,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
650481.157470703,6863796.59570312,19828,22940,8,31,751083106,11,,RUE,CASTELLANE,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
650477.475524902,6863798.15869141,19829,22941,8,31,751083106,11,,RUE,CASTELLANE,1,Alimentation générale  <120m²,R,CA301,1,,,C
650455.977905273,6863807.27709961,19832,22944,8,31,751083106,15,,RUE,CASTELLANE,1,Alimentation générale  <120m²,R,CA301,1,,,C
650449.331115723,6863668.43328857,19847,22961,8,31,751083106,29,,PL,MADELEINE,1,Commerce détail de boissons,R,CA111,1,,,C
650491.438293457,6863670.35968018,19850,22965,8,31,751083106,3,,RUE,TRONCHET,1,Chocolaterie - Confiserie,R,CA105,1,,,C
650511.240722656,6863799.01208496,19874,22997,8,31,751083106,6,,RUE,CASTELLANE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
650498.087524414,6863804.57769775,19877,23000,8,31,751083106,8,,RUE,CASTELLANE,1,Charcuterie - Traiteur - Epicerie fine,A,CA101,1,,,C
650580.844482422,6863850.92871094,19902,23026,8,31,751083106,29,,RUE,TRONCHET,1,Torréfacteur -  Commerce détail  thé et café,R,CA106,1,,,C
650440.236694336,6863829.16729736,19914,23043,8,31,751083106,14,,RUE,CASTELLANE,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
650605.277709961,6863951.40332031,19921,23057,8,31,751083107,55,,BD,HAUSSMANN,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
650581.891479492,6863988.94067383,19943,23085,8,31,751083108,76,,BD,HAUSSMANN,1,Torréfacteur -  Commerce détail  thé et café,R,CA106,1,,,C
650613.414672852,6864054.8416748,19948,23093,8,31,751083108,5,,RUE,HAVRE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
650508.377685547,6864081.54150391,19986,23136,8,31,751083108,12,,RUE,ISLY,1,Chocolaterie - Confiserie,A,CA105,1,,,C
650184.002075195,6864073.1583252,20039,23205,8,31,751083108,112,,BD,HAUSSMANN,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
650187.914672852,6864072.32672119,20040,23206,8,31,751083108,112,,BD,HAUSSMANN,1,Chocolaterie - Confiserie,R,CA105,1,,,C
650215.855529785,6864033.71789551,20058,23231,8,31,751083107,85,,BD,HAUSSMANN,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
650208.030273438,6864035.38128662,20060,23233,8,31,751083107,85,,BD,HAUSSMANN,1,Chocolaterie - Confiserie,R,CA105,1,,,C
650350.52532959,6863751.0836792,20112,23295,8,31,751083106,7,,RUE,PASQUIER,1,Commerce détail de boissons,R,CA111,1,,,C
650427.620117188,6863898.019104,20126,23314,8,31,751083106,37,,RUE,ARCADE,1,Commerce détail de boissons,R,CA111,1,,,C
650427.204101562,6863654.12109375,20159,23353,8,31,751083106,21,,PL,MADELEINE,1,Alimentation générale de luxe > 300 m²,R,CA205,2,,,C
650394.348510742,6863587.74511719,20164,23359,8,31,751083106,11,,PL,MADELEINE,1,Chocolaterie - Confiserie,R,CA105,1,,,C
650401.835510254,6863602.88208008,20166,23362,8,31,751083106,15,,PL,MADELEINE,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
650413.131286621,6863625.67327881,20169,23365,8,31,751083106,19,,PL,MADELEINE,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
650363.405517578,6863467.97570801,20189,23389,8,31,751083105,3,,PL,MADELEINE,1,Chocolaterie - Confiserie,R,CA105,1,,,C
650344.336730957,6863486.55731201,20191,23391,8,31,751083105,7,,PL,MADELEINE,1,Commerce détail de boissons,R,CA111,1,,,C
650272.811279297,6863477.7388916,20234,23441,8,31,751083105,27,,RUE,BOISSY D ANGLAS,1,Chocolaterie - Confiserie,R,CA105,1,,,C
650307.499694824,6863583.70947266,20248,23457,8,31,751083105,45,,RUE,BOISSY D ANGLAS,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
650000.739929199,6863718.87768555,20337,23560,8,31,751083105,16,,RUE,SAUSSAIES,1,Alimentation générale  <120m²,A,CA301,1,,,C
650201.426513672,6863642.7744751,20340,23563,8,31,751083105,12,,RUE,SURENE,1,Supérette  classique,R,CA302,1,,,C
650233.090515137,6863639.17669678,20342,23567,8,31,751083105,20,,RUE,ANJOU,1,Commerce détail de boissons,A,CA111,1,,,C
650265.103088379,6863711.03088379,20359,23590,8,31,751083105,15,,BD,MALESHERBES,1,Commerce détail de boissons,A,CA111,1,,,C
650223.764526367,6863801.19787598,20371,23603,8,31,751083105,23,,BD,MALESHERBES,1,Alimentation générale  <120m²,R,CA301,1,,,C
650190.741882324,6863873.52392578,20379,23611,8,31,751083105,33,,BD,MALESHERBES,1,Commerce détail de boissons,R,CA111,1,,,C
650184.005493164,6863888.27032471,20381,23613,8,31,751083105,35,,BD,MALESHERBES,1,Commerce détail de boissons,R,CA111,1,,,C
650177.635498047,6863902.22290039,20383,23615,8,31,751083105,37,,BD,MALESHERBES,1,Traiteur asiatique,R,CA102,1,,,C
650092.075500488,6863999.08288574,20402,23634,8,31,751083103,28,,RUE,ASTORG,1,Monoprix,A,CA201,3,,,C
650049.579711914,6864029.31829834,20411,23644,8,31,751083103,3,,RUE,LA BOETIE,1,Vente de produits surgelés,R,CA107,1,,,C
649959.59387207,6863896.41491699,20447,23684,8,31,751083104,1,,RUE,PENTHIEVRE,1,Supérette  classique,A,CA302,1,,,C
649841.133300781,6863863.82629395,20455,23692,8,31,751083104,19,,RUE,PENTHIEVRE,1,Alimentation générale  <120m²,R,CA301,1,,,C
649954.728881836,6863947.67767334,20461,23698,8,31,751083103,27,,RUE,CAMBACERES,1,Traiteur asiatique,R,CA102,1,,,C
649830.949890137,6863909.69927979,20478,23717,8,31,751083103,28,,RUE,MIROMESNIL,1,Chocolaterie - Confiserie,R,CA105,1,,,C
649830.452697754,6863920.64349365,20480,23719,8,31,751083103,30,,RUE,MIROMESNIL,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
649830.66192627,6863916.64910889,20481,23720,8,31,751083103,30,,RUE,MIROMESNIL,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
649829.400512695,6863942.79492188,20485,23724,8,31,751083103,34,,RUE,MIROMESNIL,1,Traiteur asiatique,R,CA102,1,,,C
649810.067871094,6863969.23748779,20491,23733,8,31,751083103,29,,RUE,LA BOETIE,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
649559.815307617,6863929.078125,20610,23886,8,32,751083209,60,,RUE,LA BOETIE,1,Traiteur asiatique,R,CA102,1,,,C
649641.29309082,6864145.56768799,20625,23924,8,32,751083210,140,,BD,HAUSSMANN,1,Commerce détail de boissons,R,CA111,1,,,C
649396.338317871,6864133.42352295,20642,23956,8,32,751083210,160,,BD,HAUSSMANN,1,Commerce détail de boissons,R,CA111,1,,,C
649365.908691406,6864375.84527588,20658,23990,8,32,751083210,39,,RUE,LISBONNE,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
649789.099487305,6864467.42651367,20678,24035,8,32,751083203,89,,BD,MALESHERBES,1,Pâtisserie,R,CA104,1,,,C
649709.817504883,6864567.69110107,20680,24038,8,32,751083203,101,,BD,MALESHERBES,1,Alimentation générale  <120m²,R,CA301,1,,,C
649743.011291504,6864341.83770752,20696,24080,8,32,751083202,1,,RUE,CORVETTO,1,Supérette  classique,CC,CA302,1,302,0,C
649743.011291504,6864341.83770752,20698,24084,8,32,751083202,1,,RUE,CORVETTO,1,Vente de fruits et légumes,CC,CA108,1,302,0,C
649779.294921875,6864284.3850708,20701,24093,8,32,751083202,40,,RUE,BIENFAISANCE,1,Supérette  classique,A,CA302,1,,,C
649776.661682129,6864299.64031982,20703,24100,8,32,751083202,1,,RUE,TREILHARD,1,Commerce détail de boissons,R,CA111,1,,,C
649760.181884766,6864338.46112061,20722,24120,8,32,751083202,2,,RUE,CORVETTO,1,Poissonnerie,R,CA110,1,,,C
649759.272277832,6864357.4664917,20724,24123,8,32,751083202,4,,RUE,CORVETTO,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
649757.757324219,6864389.64807129,20727,24126,8,32,751083202,8,,RUE,CORVETTO,1,Crèmerie - Fromagerie,R,CA112,1,,,C
649758.385314941,6864377.66467285,20730,24129,8,32,751083202,8,,RUE,CORVETTO,1,Boucherie - Boucherie-Charcuterie,A,CA109,1,,,C
649774.264282227,6864321.30047607,20735,24135,8,32,751083202,4,,RUE,TREILHARD,1,Traiteur asiatique,R,CA102,1,,,C
649782.749694824,6864312.81512451,20738,24138,8,32,751083202,4,,RUE,TREILHARD,1,Alimentation générale  <120m²,R,CA301,1,,,C
649842.541687012,6864399.8850708,20762,24177,8,32,751083202,85,,BD,MALESHERBES,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
649816.06652832,6864298.60668945,20763,24178,8,32,751083202,70,,RUE,MIROMESNIL,1,Commerce détail de boissons,A,CA111,1,,,C
649785.202880859,6863985.57751465,20821,24279,8,32,751083209,30,,RUE,LA BOETIE,1,Commerce détail de boissons,R,CA111,1,,,C
649815.180297852,6864005.51647949,20827,24286,8,32,751083209,43,,RUE,MIROMESNIL,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
649855.748901367,6864109.83728027,20846,24313,8,32,751083209,111,,BD,HAUSSMANN,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
649823.466491699,6864081.6796875,20867,24341,8,32,751083209,54,,RUE,MIROMESNIL,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
650012.729675293,6864042.30810547,20887,24366,8,32,751083209,6,,RUE,LA BOETIE,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
649923.497924805,6864151.41290283,20919,24409,8,32,751083209,51,,RUE,LABORDE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
650048.923522949,6864101.72131348,20932,24423,8,32,751083209,116,,BD,HAUSSMANN,1,Commerce détail de boissons,R,CA111,1,,,C
650295.185302734,6864179.0980835,20955,24450,8,32,751083201,7,,RUE,LABORDE,1,Alimentation générale  <120m²,R,CA301,1,,,C
650275.6796875,6864180.84191895,20960,24455,8,32,751083201,9,,RUE,LABORDE,1,Supermarché classique,CI,CA202,2,,,C
650229.11529541,6864114.88372803,20970,24486,8,32,751083201,24,,RUE,PEPINIERE,1,Traiteur asiatique,R,CA102,1,,,C
650163.134094238,6864105.10528564,20982,24504,8,32,751083201,28,,RUE,PEPINIERE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
650245.675476074,6864285.39587402,21013,24541,8,32,751083201,8,,RUE,VIENNE,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
650204.794677734,6864350.78631592,21029,24563,8,32,751083201,33,,RUE,ROCHER,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
650202.332092285,6864353.93847656,21030,24564,8,32,751083201,33,,RUE,ROCHER,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
649824.936523438,6864480.15570068,21053,24602,8,32,751083204,68,,BD,MALESHERBES,1,Supérette  classique,R,CA302,1,,,C
649979.87689209,6864619.45928955,21066,24624,8,32,751083204,71,,RUE,ROCHER,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
649916.718505859,6864722.39587402,21077,24636,8,32,751083204,89,,RUE,ROCHER,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
649779.218688965,6864537.94970703,21079,24638,8,32,751083204,72,,BD,MALESHERBES,1,Charcuterie - Traiteur - Epicerie fine,A,CA101,1,,,C
649757.469909668,6864565.42089844,21082,24642,8,32,751083204,74,,BD,MALESHERBES,1,Traiteur asiatique,R,CA102,1,,,C
649772.804870605,6864769.8637085,21090,24650,8,32,751083204,15,,BD,COURCELLES,1,Charcuterie - Traiteur - Epicerie fine,A,CA101,1,,,C
649811.841308594,6864776.59649658,21106,24668,8,32,751083204,11,,BD,COURCELLES,1,Pâtisserie,R,CA104,1,,,C
649796.182312012,6864766.91247559,21112,24674,8,32,751083204,110,,RUE,MIROMESNIL,1,Chocolaterie - Confiserie,R,CA105,1,,,C
649894.091491699,6864740.67669678,21118,24681,8,32,751083204,97,,RUE,MONCEAU,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
649929.155700684,6864728.97052002,21128,24692,8,32,751083205,90,,RUE,ROCHER,1,Alimentation générale  <120m²,R,CA301,1,,,C
649937.39630127,6864715.25567627,21131,24695,8,32,751083205,90,,RUE,ROCHER,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
650141.022521973,6864653.7019043,21135,24699,8,32,751083205,17,,RUE,CONSTANTINOPLE,1,Commerce détail de boissons,R,CA111,1,,,C
650137.458496094,6864655.5178833,21136,24700,8,32,751083205,17,,RUE,CONSTANTINOPLE,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
650133.894287109,6864657.33392334,21137,24701,8,32,751083205,17,,RUE,CONSTANTINOPLE,1,Traiteur asiatique,R,CA102,1,,,C
650103.543884277,6864672.63348389,21143,24707,8,32,751083205,23,,RUE,CONSTANTINOPLE,1,Supérette  classique,R,CA302,1,,,C
649980.614929199,6864644.78509521,21162,24728,8,32,751083205,80,,RUE,ROCHER,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
649955.12109375,6864686.43267822,21168,24734,8,32,751083205,86,,RUE,ROCHER,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
650051.798278809,6864717.92907715,21169,24735,8,32,751083205,22,,RUE,CONSTANTINOPLE,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
650021.978271484,6864825.53509521,21182,24748,8,32,751083205,53,,BD,BATIGNOLLES,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
649934.35369873,6864799.32830811,21194,24760,8,32,751083205,63,,BD,BATIGNOLLES,1,Vente de produits surgelés,R,CA107,1,,,C
650129.75592041,6864681.40667725,21208,24777,8,32,751083205,12,,RUE,COPENHAGUE,1,Produits alimentaires spécialisés régionaux et étrangers,A,CA114,1,,,C
650175.118530273,6864655.55767822,21213,24782,8,32,751083205,8,,RUE,CONSTANTINOPLE,1,Commerce détail de boissons,A,CA111,1,,,C
650217.104125977,6864634.32409668,21221,24790,8,32,751083205,6,,RUE,CONSTANTINOPLE,1,Vente de fruits et légumes,A,CA108,1,,,C
650236.414489746,6864589.08190918,21235,24808,8,32,751083205,3,,RUE,EDIMBOURG,1,Supérette  classique,R,CA302,1,,,C
650270.459106445,6864547.49291992,21248,24824,8,32,751083205,53,,RUE,ROME,1,Traiteur asiatique,R,CA102,1,,,C
650351.895507812,6864197.07910156,21273,24859,8,32,751083201,10,,RUE,ROCHER,1,Traiteur asiatique,R,CA102,1,,,C
650285.460876465,6864271.84411621,21281,24868,8,32,751083201,24,,RUE,ROCHER,1,Alimentation générale  <120m²,R,CA301,1,,,C
650395.809875488,6864181.00567627,21285,24873,8,32,751083201,15,,RUE,ROME,1,Supérette  classique,R,CA302,2,,,C
650624.38067627,6864279.39331055,21309,24903,8,32,751083208,13,,RUE,AMSTERDAM,1,Torréfacteur -  Commerce détail  thé et café,CC,CA106,1,201,0,C
650624.38067627,6864279.39331055,21341,24939,8,32,751083208,13,,RUE,AMSTERDAM,1,Supermarché classique,CC,CA202,2,201,-1,C
650627.415710449,6864371.394104,21344,24942,8,32,751083208,19,,RUE,AMSTERDAM,1,Alimentation générale  <120m²,R,CA301,1,,,C
650594.352722168,6864424.76690674,21352,24950,8,32,751083208,39,,RUE,LONDRES,1,Alimentation générale  <120m²,R,CA301,1,,,C
650247.594482422,6864892.72692871,21371,24970,8,32,751083206,41,B,BD,BATIGNOLLES,1,Supérette  classique,R,CA302,1,,,C
650253.333496094,6864665.24328613,21388,24990,8,32,751083206,62,,RUE,ROME,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
650210.170715332,6864791.47332764,21402,25005,8,32,751083206,82,,RUE,ROME,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
650458.329528809,6864726.74353027,21407,25012,8,32,751083206,5,,PL,DUBLIN,1,Supérette  classique,A,CA302,1,,,C
650444.194702148,6864741.69830322,21408,25013,8,32,751083206,15,,RUE,MOSCOU,1,Alimentation générale  <120m²,R,CA301,1,,,C
650360.073486328,6864926.31591797,21420,25025,8,32,751083206,31,,BD,BATIGNOLLES,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
650311.450683594,6864911.79431152,21428,25033,8,32,751083206,37,,BD,BATIGNOLLES,1,Traiteur asiatique,R,CA102,1,,,C
650284.938720703,6864903.92248535,21431,25036,8,32,751083206,41,,BD,BATIGNOLLES,1,Alimentation générale  <120m²,R,CA301,1,,,C
650377.903930664,6864924.89910889,21445,25051,8,32,751083206,25,,RUE,CLAPEYRON,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
650433.678894043,6864768.55371094,21446,25052,8,32,751083206,26,,RUE,MOSCOU,1,Vente de fruits et légumes,R,CA108,1,,,C
