,ARRO,NUM,TYP_VOIE,LIB_VOIE,LIBACT,lon,lat
1597,9,40,RUE,JEAN BAPTISTE PIGALLE,Pâtisserie,2.334543,48.880002
1598,9,42,RUE,JEAN BAPTISTE PIGALLE,Crèmerie - Fromagerie,2.334634,48.880065
1599,9,48,RUE,JEAN BAPTISTE PIGALLE,Boucherie - Boucherie-Charcuterie,2.334963,48.880294
1600,9,35,RUE,LA BRUYERE,Boulangerie - Boulangerie Pâtisserie,2.333536,48.8795
1601,9,5,RUE,JEAN BAPTISTE PIGALLE,Traiteur asiatique,2.33213,48.878158
1602,9,5,RUE,JEAN BAPTISTE PIGALLE,Chocolaterie - Confiserie,2.33213,48.878158
1603,9,49,RUE,JEAN BAPTISTE PIGALLE,Vente de fruits et légumes,2.334796,48.880334
1604,9,70,RUE,BLANCHE,Crèmerie - Fromagerie,2.331697,48.881468
1605,9,2,RUE,CHAPTAL,Boulangerie - Boulangerie Pâtisserie,2.333023,48.881133
1606,9,34,RUE,CHAPTAL,Commerce détail de boissons,2.331775,48.881238
1607,9,35,RUE,DOUAI,Boulangerie - Boulangerie Pâtisserie,2.332212,48.882672
1608,9,100,RUE,BLANCHE,Traiteur asiatique,2.332335,48.883172
1609,9,102,RUE,BLANCHE,Alimentation générale  <120m²,2.33237,48.883252
1610,9,43,BD,CLICHY,Produits alimentaires bio et circuits courts,2.328928,48.880084
1611,9,22,RUE,DOUAI,Commerce détail de boissons,2.333975,48.882112
1612,9,22,RUE,DOUAI,Crèmerie - Fromagerie,2.333975,48.882112
1613,9,30,RUE,PIERRE FONTAINE,Chocolaterie - Confiserie,2.330184,48.883511
1614,9,38,RUE,PIERRE FONTAINE,Alimentation générale  <120m²,2.330184,48.883511
1615,9,44,RUE,PIERRE FONTAINE,Alimentation générale  <120m²,2.330184,48.883511
1616,9,59,BD,CLICHY,Monoprix,2.328413,48.881196
1617,9,2,RUE,PIERRE FONTAINE,Commerce détail de boissons,2.330329,48.883494
1618,9,16,RUE,PIERRE FONTAINE,Supérette  classique,2.330184,48.883511
1619,9,20,RUE,PIERRE FONTAINE,Alimentation générale  <120m²,2.330184,48.883511
1620,9,59,RUE,JEAN BAPTISTE PIGALLE,Commerce détail de boissons,2.335605,48.880904
1621,9,1,RUE,HENRY MONNIER,Chocolaterie - Confiserie,2.336869,48.879249
1622,9,31,RUE,HENRY MONNIER,Boulangerie - Boulangerie Pâtisserie,2.337631,48.880823
1623,9,48,RUE,NOTRE DAME DE LORETTE,Commerce détail de boissons,2.336203,48.879628
1624,9,62,RUE,NOTRE DAME DE LORETTE,Alimentation générale  <120m²,2.33551,48.880201
1625,9,58,RUE,JEAN BAPTISTE PIGALLE,Supermarché classique,2.336418,48.881325
1626,9,39,RUE,MARTYRS,Boulangerie - Boulangerie Pâtisserie,2.339959,48.879566
1627,9,39,RUE,MARTYRS,Commerce détail de boissons,2.339959,48.879566
1628,9,41,RUE,MARTYRS,Poissonnerie,2.339999,48.879671
1629,9,47,RUE,MARTYRS,Vente de fruits et légumes,2.340118,48.879982
1630,9,47,RUE,MARTYRS,Chocolaterie - Confiserie,2.340118,48.879982
1631,9,53,RUE,MARTYRS,Vente de fruits et légumes,2.340241,48.880301
1632,9,53,RUE,MARTYRS,Torréfacteur -  Commerce détail  thé et café,2.340241,48.880301
1633,9,26,RUE,NAVARIN,Alimentation générale  <120m²,2.337728,48.879985
1634,9,23,RUE,VICTOR MASSE,Alimentation générale  <120m²,2.338162,48.880773
1635,9,37,RUE,MARTYRS,Chocolaterie - Confiserie,2.339846,48.879273
1636,9,1,RUE,NAVARIN,Alimentation générale  <120m²,2.339731,48.879388
1637,9,4,RUE,HENRY MONNIER,Alimentation générale  <120m²,2.337037,48.879193
1638,9,3,RUE,MARTYRS,Vente de fruits et légumes,2.339218,48.877106
1639,9,3,RUE,MARTYRS,Crèmerie - Fromagerie,2.339218,48.877106
1640,9,3,RUE,MARTYRS,Boucherie - Boucherie-Charcuterie,2.339218,48.877106
1641,9,5,RUE,MARTYRS,Crèmerie - Fromagerie,2.339256,48.877243
1642,9,5,RUE,MARTYRS,Poissonnerie,2.339256,48.877243
1643,9,9,RUE,MARTYRS,Produits alimentaires spécialisés régionaux et étrangers,2.339322,48.87748
1644,9,9,RUE,MARTYRS,Produits alimentaires spécialisés régionaux et étrangers,2.339322,48.87748
1645,9,11,RUE,MARTYRS,Commerce détail de boissons,2.339365,48.877636
1646,9,13,RUE,MARTYRS,Torréfacteur -  Commerce détail  thé et café,2.339394,48.87774
1647,9,11,RUE,MARTYRS,Charcuterie - Traiteur - Epicerie fine,2.339365,48.877636
1648,9,15,RUE,MARTYRS,Traiteur asiatique,2.339422,48.87784
1649,9,15,RUE,MARTYRS,Chocolaterie - Confiserie,2.339422,48.87784
1650,9,17,RUE,MARTYRS,Chocolaterie - Confiserie,2.339449,48.877935
1651,9,21,RUE,MARTYRS,Produits alimentaires spécialisés régionaux et étrangers,2.33951,48.878157
1652,9,23,RUE,MARTYRS,Boucherie - Boucherie-Charcuterie,2.33956,48.878335
1653,9,23,RUE,MARTYRS,Commerce détail de boissons,2.33956,48.878335
1654,9,8,RUE,NOTRE DAME DE LORETTE,Supermarché classique,2.338762,48.877306
1655,9,38,RUE,NOTRE DAME DE LORETTE,Torréfacteur -  Commerce détail  thé et café,2.336995,48.878974
1656,9,33,RUE,NOTRE DAME DE LORETTE,Alimentation générale  <120m²,2.336657,48.879038
1657,9,45,RUE,NOTRE DAME DE LORETTE,Produits alimentaires spécialisés régionaux et étrangers,2.335985,48.879593
1658,9,49,RUE,NOTRE DAME DE LORETTE,Supérette  classique,2.335775,48.879767
1659,9,55,RUE,NOTRE DAME DE LORETTE,Vente de fruits et légumes,2.335432,48.880051
1660,9,7,RUE,NOTRE DAME DE LORETTE,Produits alimentaires bio et circuits courts,2.33861,48.877212
1661,9,18,RUE,SAINT LAZARE,Commerce détail de boissons,2.337757,48.876867
1662,9,21,BD,CLICHY,Alimentation générale  <120m²,2.329926,48.878274
1663,9,33,BD,CLICHY,Alimentation générale  <120m²,2.329375,48.879152
1664,9,11,BD,CLICHY,Alimentation générale  <120m²,2.330529,48.877224
1665,9,65,RUE,MARTYRS,Boulangerie - Boulangerie Pâtisserie,2.33977,48.881456
1666,9,7,RUE,BOURDALOUE,Boulangerie - Boulangerie Pâtisserie,2.338591,48.876538
1667,9,39,RUE,SAINT LAZARE,Alimentation générale  <120m²,2.335628,48.876755
1668,9,6,RUE,LA FAYETTE,Chocolaterie - Confiserie,2.33411,48.8732
1669,9,10,RUE,LA FAYETTE,Torréfacteur -  Commerce détail  thé et café,2.334522,48.873308
1670,9,48,RUE,CHAUSSEE D ANTIN,Supérette  classique,2.333029,48.873827
1671,9,7,RUE,LA FAYETTE,Produits alimentaires bio et circuits courts,2.334799,48.873594
1672,9,9,RUE,LA FAYETTE,Supérette  classique,2.335099,48.873672
1673,9,61,RUE,PROVENCE,Produits alimentaires spécialisés régionaux et étrangers,2.334385,48.87447
1674,9,73,RUE,VICTOIRE,Traiteur asiatique,2.332957,48.875208
1675,9,68,RUE,CHAUSSEE D ANTIN,Chocolaterie - Confiserie,2.33209,48.875968
1676,9,43,RUE,SAINT LAZARE,Boulangerie - Boulangerie Pâtisserie,2.335277,48.876782
1677,9,71,RUE,SAINT LAZARE,Traiteur asiatique,2.332669,48.876721
1678,9,71,RUE,SAINT LAZARE,Boulangerie - Boulangerie Pâtisserie,2.332669,48.876721
1679,9,51,RUE,CHAUSSEE D ANTIN,Commerce détail de boissons,2.331996,48.875681
1680,9,20,RUE,MOGADOR,Produits alimentaires spécialisés régionaux et étrangers,2.331474,48.874777
1681,9,81,RUE,VICTOIRE,Alimentation générale  <120m²,2.331886,48.875096
1682,9,3,RUE,JOUBERT,Traiteur asiatique,2.332262,48.874552
1683,9,72,RUE,PROVENCE,Traiteur asiatique,2.334385,48.87447
1684,9,76,RUE,PROVENCE,Traiteur asiatique,2.334385,48.87447
1685,9,52,RUE,CAUMARTIN,Monoprix,2.328542,48.874389
1686,9,81,RUE,SAINT LAZARE,Alimentation générale  <120m²,2.330375,48.875923
1687,9,91,RUE,SAINT LAZARE,Produits alimentaires spécialisés régionaux et étrangers,2.329492,48.87581
1688,9,95,RUE,SAINT LAZARE,Torréfacteur -  Commerce détail  thé et café,2.329031,48.875752
1689,9,109,RUE,SAINT LAZARE,Chocolaterie - Confiserie,2.327087,48.875506
1690,9,13,RUE,MOGADOR,Boulangerie - Boulangerie Pâtisserie,2.331205,48.874167
1691,9,91,RUE,PROVENCE,Commerce détail de boissons,2.334385,48.87447
1692,9,11,RUE,SCRIBE,Torréfacteur -  Commerce détail  thé et café,2.330607,48.872163
1693,9,11,RUE,SCRIBE,Chocolaterie - Confiserie,2.330607,48.872163
1694,9,21,RUE,GODOT DE MAUROY,Traiteur asiatique,2.327038,48.871478
1695,9,37,RUE,GODOT DE MAUROY,Charcuterie - Traiteur - Epicerie fine,2.327372,48.87238
1696,9,39,RUE,GODOT DE MAUROY,Supermarché classique,2.327413,48.872491
1697,9,21,RUE,MATHURINS,Charcuterie - Traiteur - Epicerie fine,2.327021,48.87307
1698,9,24,RUE,VIGNON,Produits alimentaires spécialisés régionaux et étrangers,2.326447,48.871577
1699,9,28,RUE,VIGNON,Pâtisserie,2.326523,48.871874
1700,9,30,RUE,VIGNON,Traiteur asiatique,2.326551,48.871984
1701,9,32,RUE,VIGNON,Chocolaterie - Confiserie,2.326576,48.87208
1702,9,6,BD,MADELEINE,Chocolaterie - Confiserie,2.327037,48.869997
1703,9,34,RUE,GODOT DE MAUROY,Charcuterie - Traiteur - Epicerie fine,2.327488,48.872251
1704,9,2,RUE,SEZE,Pâtisserie,2.327601,48.870146
1705,9,9,RUE,AUBER,Chocolaterie - Confiserie,2.329259,48.872386
1706,9,28,RUE,CAUMARTIN,Boulangerie - Boulangerie Pâtisserie,2.32829,48.872163
1707,9,3,RUE,SCRIBE,Chocolaterie - Confiserie,2.330013,48.870943
1708,9,10,RUE,HELDER,Traiteur asiatique,2.335018,48.871895
1709,9,15,RUE,TAITBOUT,Produits alimentaires spécialisés régionaux et étrangers,2.335863,48.872388
1710,9,24,BD,ITALIENS,Monoprix,2.335745,48.871515
1711,9,19,RUE,LE PELETIER,Traiteur asiatique,2.33847,48.872852
1712,9,36,RUE,LAFFITTE,Chocolaterie - Confiserie,2.338046,48.873825
1713,9,10,BD,MONTMARTRE,Supérette  classique,2.341972,48.871839
1714,9,10,BD,MONTMARTRE,Chocolaterie - Confiserie,2.341972,48.871839
1715,9,1,RUE,ROSSINI,Charcuterie - Traiteur - Epicerie fine,2.340971,48.873054
1716,9,31,RUE,FAUBOURG MONTMARTRE,Charcuterie - Traiteur - Epicerie fine,2.342603,48.873658
1717,9,1,RUE,PROVENCE,Chocolaterie - Confiserie,2.334385,48.87447
1718,9,1,RUE,PROVENCE,Boulangerie - Boulangerie Pâtisserie,2.334385,48.87447
1719,9,41,RUE,FAUBOURG MONTMARTRE,Supérette  classique,2.341736,48.874387
1720,9,1,RUE,CADET,Boucherie - Boucherie-Charcuterie,2.342354,48.874241
1721,9,3,RUE,CADET,Pâtisserie,2.342475,48.874393
1722,9,3,RUE,CADET,Commerce détail de boissons,2.342475,48.874393
1723,9,7,RUE,CADET,Boucherie - Boucherie-Charcuterie,2.342754,48.874745
1724,9,9,RUE,CADET,Vente de fruits et légumes,2.342917,48.874944
1725,9,11,RUE,CADET,Traiteur asiatique,2.34311,48.875188
1726,9,13,RUE,CADET,Produits alimentaires spécialisés régionaux et étrangers,2.343279,48.8754
1727,9,13,RUE,CADET,Produits alimentaires spécialisés régionaux et étrangers,2.343279,48.8754
1728,9,13,RUE,CADET,Boulangerie - Boulangerie Pâtisserie,2.343279,48.8754
1729,9,46,RUE,FAUBOURG MONTMARTRE,Traiteur asiatique,2.341519,48.874743
1730,9,60,RUE,LA FAYETTE,Charcuterie - Traiteur - Epicerie fine,2.342687,48.875446
1731,9,2,RUE,CADET,Vente de fruits et légumes,2.342473,48.874163
1732,9,6,RUE,CADET,Boucherie - Boucherie-Charcuterie,2.342659,48.874397
1733,9,12,RUE,CADET,Boulangerie - Boulangerie Pâtisserie,2.342846,48.874632
1734,9,18,RUE,CADET,Charcuterie - Traiteur - Epicerie fine,2.343211,48.875088
1735,9,20,RUE,CADET,Crèmerie - Fromagerie,2.343311,48.875213
1736,9,22,RUE,CADET,Commerce détail de boissons,2.343385,48.875306
1737,9,54,RUE,RICHER,Traiteur asiatique,2.343094,48.874097
1738,9,1,RUE,SAULNIER,Supérette  spécialisée,2.34423,48.874237
1739,9,27,RUE,BLEUE,Supérette  classique,2.345021,48.87593
1740,9,12,RUE,SAULNIER,Traiteur asiatique,2.344473,48.875122
1741,9,17,RUE,TREVISE,Alimentation générale  <120m²,2.347044,48.875572
1742,9,12,RUE,MONTYON,Supérette  discount,2.344034,48.873153
1743,9,26,RUE,FAUBOURG MONTMARTRE,Boulangerie - Boulangerie Pâtisserie,2.342958,48.87357
1744,9,5,RUE,GEOFFROY MARIE,Supermarché classique,2.343521,48.873382
1745,9,9,RUE,GEOFFROY MARIE,Alimentation générale  <120m²,2.34394,48.873596
1746,9,11,RUE,GEOFFROY MARIE,Charcuterie - Traiteur - Epicerie fine,2.344158,48.873708
1747,9,29,RUE,RICHER,Boulangerie - Boulangerie Pâtisserie,2.344571,48.873987
1748,9,33,RUE,RICHER,Boucherie - Boucherie-Charcuterie,2.34432,48.873988
1749,9,39,RUE,RICHER,Produits alimentaires bio et circuits courts,2.343965,48.873989
1750,9,7,RUE,MONTYON,Charcuterie - Traiteur - Epicerie fine,2.344357,48.873034
1751,9,17,RUE,MONTYON,Commerce détail de boissons,2.343479,48.873056
1752,9,37,RUE,BERGERE,Produits alimentaires bio et circuits courts,2.343411,48.872596
1753,9,6,RUE,FAUBOURG MONTMARTRE,Glacier : vente à emporter et consommation sur place,2.343283,48.871896
1754,9,8,RUE,FAUBOURG MONTMARTRE,Alimentation générale  <120m²,2.343306,48.872149
1755,9,11,RUE,ROUGEMONT,Charcuterie - Traiteur - Epicerie fine,2.345896,48.871932
1756,9,11,RUE,BERGERE,Traiteur asiatique,2.344755,48.872136
1757,9,13,RUE,FAUBOURG POISSONNIERE,Traiteur asiatique,2.347798,48.871917
1758,9,33,RUE,FAUBOURG POISSONNIERE,Produits alimentaires bio et circuits courts,2.347802,48.873346
1759,9,37,RUE,FAUBOURG POISSONNIERE,Alimentation générale  <120m²,2.347804,48.873626
1760,9,22,RUE,RICHER,Supérette  spécialisée,2.346028,48.874086
1761,9,3,RUE,BLEUE,Traiteur asiatique,2.347605,48.875762
1762,9,65,RUE,FAUBOURG POISSONNIERE,Charcuterie - Traiteur - Epicerie fine,2.348089,48.875515
1763,9,65,RUE,FAUBOURG POISSONNIERE,Charcuterie - Traiteur - Epicerie fine,2.348089,48.875515
1764,9,10,RUE,RICHER,Charcuterie - Traiteur - Epicerie fine,2.347004,48.874083
1765,9,69,RUE,FAUBOURG POISSONNIERE,Traiteur asiatique,2.348187,48.875886
1766,9,73,RUE,FAUBOURG POISSONNIERE,Produits alimentaires bio et circuits courts,2.348242,48.876077
1767,9,79,RUE,FAUBOURG POISSONNIERE,Supérette  classique,2.348385,48.876335
1768,9,13,RUE,MONTHOLON,Alimentation générale  <120m²,2.347277,48.876555
1769,9,2,RUE,BLEUE,Boulangerie - Boulangerie Pâtisserie,2.347555,48.875879
1770,9,9,RUE,PAPILLON,Alimentation générale  <120m²,2.346821,48.876373
1771,9,42,RUE,CADET,Traiteur asiatique,2.344371,48.876426
1772,9,65,RUE,LA FAYETTE,Produits alimentaires spécialisés régionaux et étrangers,2.344227,48.876118
1773,9,42,RUE,CADET,Boulangerie - Boulangerie Pâtisserie,2.344371,48.876426
1774,9,2,RUE,CHATEAUDUN,Supérette  classique,2.342909,48.875802
1775,9,2,RUE,CHATEAUDUN,Commerce détail de boissons,2.342909,48.875802
1776,9,12,RUE,CHATEAUDUN,Supérette  classique,2.340537,48.875952
1777,9,8,RUE,MAUBEUGE,Commerce détail de boissons,2.341132,48.876383
1778,9,9,RUE,BUFFAULT,Supermarché classique,2.341757,48.875509
1779,9,67,RUE,FAUBOURG MONTMARTRE,Alimentation générale  <120m²,2.339474,48.876549
1780,9,4,RUE,FLECHIER,Produits alimentaires spécialisés régionaux et étrangers,2.33931,48.876432
1781,9,70,RUE,FAUBOURG MONTMARTRE,Charcuterie - Traiteur - Epicerie fine,2.339782,48.876502
1782,9,37,RUE,LAMARTINE,Produits alimentaires bio et circuits courts,2.340297,48.876541
1783,9,6,RUE,TREVISE,Boulangerie - Boulangerie Pâtisserie,2.346682,48.874493
1784,9,15,RUE,HIPPOLYTE LEBAS,Charcuterie - Traiteur - Epicerie fine,2.340153,48.87711
1785,9,17,RUE,HIPPOLYTE LEBAS,Vente de fruits et légumes,2.339531,48.877216
1786,9,62,RUE,LAMARTINE,Vente de produits surgelés,2.339572,48.876723
1787,9,4,RUE,MARTYRS,Boucherie - Boucherie-Charcuterie,2.339373,48.87697
1788,9,2,RUE,MARTYRS,Vente de fruits et légumes,2.339399,48.876822
1789,9,6,RUE,MARTYRS,Charcuterie - Traiteur - Epicerie fine,2.33939,48.877033
1790,9,10,RUE,MARTYRS,Boulangerie - Boulangerie Pâtisserie,2.339428,48.877165
1791,9,1,RUE,MILTON,Produits alimentaires bio et circuits courts,2.340377,48.876764
1792,9,44,RUE,LAMARTINE,Traiteur asiatique,2.340922,48.876621
1793,9,2,RUE,MILTON,Produits alimentaires spécialisés régionaux et étrangers,2.340557,48.876725
1794,9,16,RUE,MARTYRS,Traiteur asiatique,2.339543,48.877577
1795,9,16,RUE,MARTYRS,Produits alimentaires bio et circuits courts,2.339543,48.877577
1796,9,16,RUE,MARTYRS,Vente de fruits et légumes,2.339543,48.877577
1797,9,18,RUE,MARTYRS,Boulangerie - Boulangerie Pâtisserie,2.339184,48.876981
1798,9,22,RUE,CHORON,Supérette  classique,2.340015,48.877771
1799,9,13,RUE,MANUEL,Pâtisserie,2.340154,48.878299
1800,9,22,RUE,MARTYRS,Pâtisserie,2.339687,48.878088
1801,9,24,RUE,MARTYRS,Chocolaterie - Confiserie,2.339724,48.878218
1802,9,24,RUE,MARTYRS,Chocolaterie - Confiserie,2.339724,48.878218
1803,9,26,RUE,MARTYRS,Produits alimentaires spécialisés régionaux et étrangers,2.339753,48.878324
1804,9,26,RUE,MARTYRS,Boulangerie - Boulangerie Pâtisserie,2.339753,48.878324
1805,9,4,RUE,CHORON,Alimentation générale  <120m²,2.34252,48.877345
1806,9,25,RUE,LA TOUR D AUVERGNE,Alimentation générale  <120m²,2.343344,48.879153
1807,9,31,RUE,MAUBEUGE,Boulangerie - Boulangerie Pâtisserie,2.34464,48.878267
1808,9,33,RUE,MAUBEUGE,Supermarché classique,2.344886,48.878386
1809,9,39,RUE,ROCHECHOUART,Boucherie - Boucherie-Charcuterie,2.345091,48.878607
1810,9,36,RUE,RODIER,Produits alimentaires spécialisés régionaux et étrangers,2.343223,48.879109
1811,9,15,RUE,RODIER,Produits alimentaires spécialisés régionaux et étrangers,2.342699,48.878403
1812,9,19,RUE,RODIER,Alimentation générale  <120m²,2.342854,48.87869
1813,9,12,RUE,MANUEL,Pâtisserie,2.340197,48.878412
1814,9,30,RUE,MARTYRS,Charcuterie - Traiteur - Epicerie fine,2.339817,48.878556
1815,9,36,RUE,MARTYRS,Produits alimentaires spécialisés régionaux et étrangers,2.339908,48.878884
1816,9,42,RUE,MARTYRS,Charcuterie - Traiteur - Epicerie fine,2.340019,48.879193
1817,9,44,RUE,MARTYRS,Pâtisserie,2.340052,48.879265
1818,9,46,RUE,MARTYRS,Pâtisserie,2.340106,48.879381
1819,9,48,RUE,MARTYRS,Crèmerie - Fromagerie,2.340159,48.879497
1820,9,45,RUE,CONDORCET,Boulangerie - Boulangerie Pâtisserie,2.343527,48.880133
1821,9,45,RUE,CONDORCET,Torréfacteur -  Commerce détail  thé et café,2.343527,48.880133
1822,9,47,RUE,CONDORCET,Commerce détail de boissons,2.343373,48.880144
1823,9,54,RUE,MARTYRS,Boulangerie - Boulangerie Pâtisserie,2.340413,48.880034
1824,9,54,RUE,MARTYRS,Torréfacteur -  Commerce détail  thé et café,2.340413,48.880034
1825,9,54,RUE,MARTYRS,Glacier : vente à emporter et consommation sur place,2.340413,48.880034
1826,9,56,RUE,MARTYRS,Produits alimentaires spécialisés régionaux et étrangers,2.34049,48.880186
1827,9,56,RUE,MARTYRS,Alimentation générale  <120m²,2.34049,48.880186
1828,9,43,RUE,CONDORCET,Supérette  classique,2.343903,48.880079
1829,9,43,RUE,ROCHECHOUART,Produits alimentaires spécialisés régionaux et étrangers,2.345273,48.878858
1830,9,45,RUE,ROCHECHOUART,Commerce détail de boissons,2.345353,48.878968
1831,9,49,RUE,ROCHECHOUART,Charcuterie - Traiteur - Epicerie fine,2.345495,48.879163
1832,9,51,RUE,ROCHECHOUART,Traiteur asiatique,2.345585,48.879288
1833,9,38,RUE,RODIER,Boulangerie - Boulangerie Pâtisserie,2.343329,48.87931
1834,9,13,AV,TRUDAINE,Vente de fruits et légumes,2.345161,48.881526
1835,9,15,AV,TRUDAINE,Boulangerie - Boulangerie Pâtisserie,2.345006,48.881495
1836,9,42,RUE,CONDORCET,Commerce détail de boissons,2.344155,48.880154
1837,9,17,AV,TRUDAINE,Supermarché spécialisé,2.344596,48.881414
1838,9,50,RUE,CONDORCET,Charcuterie - Traiteur - Epicerie fine,2.343264,48.880277
1839,9,74,RUE,CONDORCET,Supérette  classique,2.340792,48.880443
1840,9,60,RUE,MARTYRS,Boulangerie - Boulangerie Pâtisserie,2.340655,48.880507
1841,9,49,AV,TRUDAINE,Crèmerie - Fromagerie,2.341121,48.880735
1842,9,63,BD,ROCHECHOUART,Supermarché classique,2.346275,48.880475
1843,9,51,BD,ROCHECHOUART,Alimentation générale  <120m²,2.345585,48.879288
1844,9,18,AV,TRUDAINE,Vente de produits surgelés,2.341921,48.881188
1845,9,91,RUE,DUNKERQUE,Alimentation générale  <120m²,2.345139,48.88249
1846,9,16,RUE,GERANDO,Boulangerie - Boulangerie Pâtisserie,2.346317,48.882727
1847,9,79,RUE,ROCHECHOUART,Boulangerie - Boulangerie Pâtisserie,2.346536,48.882206
1848,9,79,RUE,ROCHECHOUART,Alimentation générale  <120m²,2.346536,48.882206
1849,9,81,RUE,ROCHECHOUART,Boucherie - Boucherie-Charcuterie,2.346563,48.882313
1850,9,78,RUE,DUNKERQUE,Charcuterie - Traiteur - Epicerie fine,2.345396,48.882537
1851,9,17,RUE,GERANDO,Alimentation générale  <120m²,2.346209,48.882837
1852,9,44,RUE,DUNKERQUE,Produits alimentaires bio et circuits courts,2.349116,48.88136
1853,9,54,RUE,DUNKERQUE,Produits alimentaires bio et circuits courts,2.347918,48.881697
1854,9,82,RUE,ROCHECHOUART,Produits alimentaires spécialisés régionaux et étrangers,2.346806,48.882349
1855,9,51,RUE,DUNKERQUE,Alimentation générale  <120m²,2.349647,48.881076
1856,9,53,RUE,DUNKERQUE,Vente de fruits et légumes,2.349447,48.881133
1857,9,57,RUE,DUNKERQUE,Charcuterie - Traiteur - Epicerie fine,2.349082,48.881236
1858,9,71,RUE,DUNKERQUE,Supérette  classique,2.347579,48.88166
1859,9,163,RUE,FAUBOURG POISSONNIERE,Boulangerie - Boulangerie Pâtisserie,2.349739,48.881016
1860,9,72,RUE,ROCHECHOUART,Alimentation générale  <120m²,2.346626,48.881615
1861,9,72,RUE,ROCHECHOUART,Commerce détail de boissons,2.346626,48.881615
1862,9,54,RUE,ROCHECHOUART,Commerce détail de boissons,2.346385,48.880286
1863,9,10,RUE,CONDORCET,Alimentation générale  <120m²,2.344259,48.87962
1864,9,147,RUE,FAUBOURG POISSONNIERE,Vente de fruits et légumes,2.349485,48.87986
1865,9,147,RUE,FAUBOURG POISSONNIERE,Boucherie - Boucherie-Charcuterie,2.349485,48.87986
1866,9,65,RUE,MAUBEUGE,Chocolaterie - Confiserie,2.349299,48.879704
1867,9,84,RUE,MAUBEUGE,Traiteur asiatique,2.349234,48.879507
1868,9,141,RUE,FAUBOURG POISSONNIERE,Boulangerie - Boulangerie Pâtisserie,2.349341,48.879456
1869,9,13,RUE,CONDORCET,Alimentation générale  <120m²,2.346883,48.879541
1870,9,19,RUE,CONDORCET,Commerce détail de boissons,2.346364,48.879581
1871,9,21,RUE,CONDORCET,Boulangerie - Boulangerie Pâtisserie,2.346161,48.879597
1872,9,4,RUE,LA TOUR D AUVERGNE,Traiteur asiatique,2.34559,48.878763
1873,9,59,RUE,MAUBEUGE,Commerce détail de boissons,2.348037,48.879331
1874,9,36,RUE,ROCHECHOUART,Crèmerie - Fromagerie,2.345539,48.878921
1875,9,38,RUE,ROCHECHOUART,Vente de fruits et légumes,2.345656,48.879081
1876,9,76,RUE,MAUBEUGE,Boucherie - Boucherie-Charcuterie,2.347876,48.879106
1877,9,50,RUE,MAUBEUGE,Commerce détail de boissons,2.345704,48.878461
1878,9,60,RUE,MAUBEUGE,Supérette  classique,2.34696,48.878834
1879,9,6,RUE,LAMARTINE,Produits alimentaires spécialisés régionaux et étrangers,2.343711,48.876601
1880,9,3,RUE,ROCHECHOUART,Pâtisserie,2.344331,48.876727
1881,9,13,RUE,ROCHECHOUART,Alimentation générale  <120m²,2.344535,48.877307
1882,9,8,RUE,ROCHECHOUART,Alimentation générale  <120m²,2.3446,48.876936
1883,9,91,RUE,FAUBOURG POISSONNIERE,Boulangerie - Boulangerie Pâtisserie,2.348719,48.876922
1884,9,88,RUE,LA FAYETTE,Supérette  classique,2.348036,48.876845
1885,9,23,RUE,ABBEVILLE,Traiteur asiatique,2.348831,48.879238
1886,9,107,RUE,FAUBOURG POISSONNIERE,Boulangerie - Boulangerie Pâtisserie,2.349019,48.877531
1887,10,25,PL,NAPOLEON III,Traiteur asiatique,2.354052,48.879927
1888,10,90,RUE,FAUBOURG POISSONNIERE,Alimentation générale  <120m²,2.349229,48.877772
1889,10,93,RUE,LA FAYETTE,Boulangerie - Boulangerie Pâtisserie,2.349333,48.877447
1890,10,119,BD,MAGENTA,Commerce détail de boissons,2.352612,48.879847
1891,10,43,RUE,DUNKERQUE,Vente de fruits et légumes,2.350643,48.880848
1892,10,43,RUE,DUNKERQUE,Vente de produits surgelés,2.350643,48.880848
1893,10,138,RUE,FAUBOURG POISSONNIERE,Supermarché classique,2.349957,48.880789
1894,10,127,BD,MAGENTA,Boulangerie - Boulangerie Pâtisserie,2.351918,48.880538
1895,10,83,RUE,MAUBEUGE,Alimentation générale  <120m²,2.351816,48.880451
1896,10,83,RUE,MAUBEUGE,Charcuterie - Traiteur - Epicerie fine,2.351816,48.880451
1897,10,36,RUE,DUNKERQUE,Commerce détail de boissons,2.350239,48.881063
1898,10,36,RUE,DUNKERQUE,Charcuterie - Traiteur - Epicerie fine,2.350239,48.881063
1899,10,144,RUE,FAUBOURG POISSONNIERE,Boucherie - Boucherie-Charcuterie,2.349897,48.881329
1900,10,162,RUE,FAUBOURG POISSONNIERE,Alimentation générale  <120m²,2.349791,48.882283
1901,10,166,RUE,FAUBOURG POISSONNIERE,Boulangerie - Boulangerie Pâtisserie,2.349771,48.882465
1902,10,45,BD,CHAPELLE,Produits alimentaires spécialisés régionaux et étrangers,2.359963,48.884137
1903,10,47,BD,CHAPELLE,Boucherie - Boucherie-Charcuterie,2.359963,48.884137
1904,10,11,RUE,AMBROISE PARE,Alimentation générale  <120m²,2.352049,48.881904
1905,10,3,BD,DENAIN,Traiteur asiatique,2.354097,48.879148
1906,10,5,BD,DENAIN,Supérette  classique,2.354162,48.879269
1907,10,6,BD,DENAIN,Boulangerie - Boulangerie Pâtisserie,2.354571,48.879168
