,Numero,TypeVoie,NbPieces,No_plan,prixm2,lon,lat,score_commerce,score_commerce_lux
6034,4.0,RUE,3.0,23,5.508474,2.353714,48.879897,0.22641509433962265,0.06666666666666667
6035,23.0,AV,3.0,56,15.885245,2.343783,48.881254,0.2358490566037736,0.26666666666666666
6036,23.0,AV,4.0,56,11.25,2.343783,48.881254,0.2358490566037736,0.26666666666666666
6037,15.0,RUE,2.0,24,10.017241,2.349577,48.876319,0.20754716981132076,0.26666666666666666
6038,12.0,RUE,1.0,9,10.0,2.369021,48.870129,0.1792452830188679,0.1
6039,12.0,RUE,1.0,9,8.055555,2.369021,48.870129,0.1792452830188679,0.1
6040,12.0,RUE,1.0,9,13.375,2.369021,48.870129,0.1792452830188679,0.1
6041,12.0,RUE,1.0,9,8.5,2.369021,48.870129,0.1792452830188679,0.1
6042,12.0,RUE,1.0,9,15.523333,2.369021,48.870129,0.1792452830188679,0.1
6043,9.0,RUE,1.0,4,15.943,2.357475,48.878363,0.22641509433962265,0.06666666666666667
6044,78.0,RUE,2.0,8,11.817837,2.345396,48.882537,0.2358490566037736,0.26666666666666666
6045,56.0,RUE,4.0,12,13.333333,2.335471,48.880353,0.16981132075471697,0.2
6046,9.0,RUE,3.0,26,10.0,2.332308,48.878336,0.12264150943396226,0.13333333333333333
6047,60.0,RUE,4.0,16,9.466666,2.360972,48.883497,0.27358490566037735,0.0
6048,9.0,RUE,2.0,39,10.4,2.35163,48.870704,0.16981132075471697,0.1
6049,9.0,RUE,5.0,39,10.093457,2.35163,48.870704,0.16981132075471697,0.1
6050,78.0,RUE,3.0,59,10.181818,2.354715,48.872821,0.37735849056603776,0.3333333333333333
6051,3.0,RUE,1.0,61,11.17647,2.347604,48.875762,0.20754716981132076,0.26666666666666666
6052,3.0,RUE,2.0,61,9.090909,2.347604,48.875762,0.20754716981132076,0.26666666666666666
6053,55.0,RUE,4.0,5,8.974358,2.3488,48.873903,0.11320754716981132,0.06666666666666667
6054,55.0,RUE,2.0,5,16.279069,2.3488,48.873903,0.11320754716981132,0.06666666666666667
6055,152.0,RUE,3.0,88,10.961538,2.356193,48.878987,0.22641509433962265,0.06666666666666667
6056,152.0,RUE,3.0,88,9.53125,2.356193,48.878987,0.22641509433962265,0.06666666666666667
6057,38.0,AV,4.0,53,10.721153,2.370483,48.874671,0.03773584905660377,0.03333333333333333
6058,2.0,RUE,4.0,99,9.603174,2.341895,48.874099,0.22641509433962265,0.3333333333333333
6059,6.0,RUE,2.0,43,11.836734,2.341468,48.881915,0.2358490566037736,0.26666666666666666
6060,118.0,RUE,4.0,1,12.125,2.352288,48.877965,0.1792452830188679,0.2
6061,118.0,RUE,3.0,1,20.131578,2.352288,48.877965,0.1792452830188679,0.2
6062,118.0,RUE,5.0,1,9.683544,2.352288,48.877965,0.1792452830188679,0.2
6063,9.0,RUE,5.0,17,10.632183,2.341383,48.881311,0.2358490566037736,0.26666666666666666
6064,19.0,RUE,3.0,54,15.006509,2.352811,48.87485,0.49056603773584906,0.5666666666666667
6065,36.0,RUE,1.0,42,26.846774,2.327573,48.872481,0.2169811320754717,0.23333333333333334
6066,17.0,RUE,2.0,25,9.222222,2.358231,48.872393,0.37735849056603776,0.3333333333333333
6067,17.0,RUE,1.0,25,9.097777,2.358231,48.872393,0.37735849056603776,0.3333333333333333
6068,17.0,RUE,3.0,25,8.684873,2.358231,48.872393,0.37735849056603776,0.3333333333333333
6069,52.0,RUE,4.0,87,12.352941,2.348186,48.881622,0.19811320754716982,0.23333333333333334
6070,21.0,RUE,2.0,30,11.775,2.339509,48.878157,0.5188679245283019,0.7
6071,21.0,RUE,1.0,30,14.583333,2.339509,48.878157,0.5188679245283019,0.7
6072,7.0,RUE,4.0,58,4.645454,2.334799,48.873594,0.08490566037735849,0.1
6073,10.0,RUE,2.0,35,12.0,2.34408,48.873509,0.22641509433962265,0.3333333333333333
6074,21.0,RUE,3.0,46,10.957142,2.335156,48.879174,0.12264150943396226,0.13333333333333333
6075,29.0,RUE,4.0,80,16.507142,2.343049,48.879053,0.2358490566037736,0.16666666666666666
6076,47.0,BD,2.0,17,18.68421,2.35081,48.88363,0.10377358490566038,0.0
6077,47.0,BD,3.0,17,14.2,2.35081,48.88363,0.10377358490566038,0.0
6078,47.0,BD,5.0,17,7.887096,2.35081,48.88363,0.10377358490566038,0.0
6079,92.0,RUE,2.0,63,7.222222,2.355416,48.874212,0.49056603773584906,0.5666666666666667
6080,9.0,RUE,1.0,17,6.666666,2.331737,48.874565,0.18867924528301888,0.23333333333333334
6081,9.0,RUE,1.0,17,9.0,2.331737,48.874565,0.18867924528301888,0.23333333333333334
6082,96.0,RUE,1.0,68,10.833333,2.349254,48.878137,0.1792452830188679,0.2
6083,219.0,RUE,1.0,25,7.878787,2.364895,48.881058,0.20754716981132076,0.13333333333333333
6084,5.0,RUE,2.0,27,16.509433,2.341513,48.877387,0.2358490566037736,0.16666666666666666
6085,11.0,RUE,3.0,34,10.54878,2.341096,48.874016,0.05660377358490566,0.1
6086,11.0,RUE,3.0,34,10.178571,2.341096,48.874016,0.05660377358490566,0.1
6087,214.0,RUE,2.0,56,7.352941,2.363852,48.879864,0.11320754716981132,0.1
6088,19.0,RUE,4.0,29,10.291262,2.336619,48.87407,0.05660377358490566,0.1
6089,38.0,RUE,4.0,123,12.857142,2.339937,48.878988,0.5188679245283019,0.7
6090,4.0,IMP,4.0,165,14.285714,2.342463,48.879696,0.2358490566037736,0.16666666666666666
6091,3.0,RUE,3.0,67,10.0,2.353961,48.872875,0.37735849056603776,0.3333333333333333
6092,3.0,RUE,2.0,67,10.724324,2.353961,48.872875,0.37735849056603776,0.3333333333333333
6093,4.0,RUE,6.0,24,12.121212,2.346694,48.87744,0.2358490566037736,0.16666666666666666
6094,24.0,RUE,2.0,4,10.183745,2.366228,48.880598,0.20754716981132076,0.13333333333333333
6095,24.0,RUE,2.0,4,10.383783,2.366228,48.880598,0.20754716981132076,0.13333333333333333
6096,24.0,RUE,2.0,4,11.458333,2.366228,48.880598,0.20754716981132076,0.13333333333333333
6097,23.0,RUE,2.0,87,10.065789,2.351022,48.871925,0.11320754716981132,0.06666666666666667
6098,25.0,RUE,3.0,9,8.3,2.362792,48.881612,0.20754716981132076,0.03333333333333333
6099,25.0,RUE,4.0,9,10.642857,2.362792,48.881612,0.20754716981132076,0.03333333333333333
6100,25.0,RUE,3.0,9,9.7125,2.362792,48.881612,0.20754716981132076,0.03333333333333333
6101,25.0,RUE,2.0,9,10.566666,2.362792,48.881612,0.20754716981132076,0.03333333333333333
6102,3.0,RUE,1.0,59,9.4375,2.342475,48.874393,0.32075471698113206,0.2
6103,210.0,RUE,2.0,54,8.428571,2.363626,48.879673,0.11320754716981132,0.1
6104,11.0,RUE,3.0,51,19.341176,2.33166,48.878303,0.12264150943396226,0.13333333333333333
6105,11.0,RUE,2.0,51,11.390789,2.33166,48.878303,0.12264150943396226,0.13333333333333333
6106,11.0,RUE,4.0,51,9.618888,2.33166,48.878303,0.12264150943396226,0.13333333333333333
6107,11.0,RUE,3.0,50,12.642857,2.33166,48.878303,0.12264150943396226,0.13333333333333333
6108,10.0,RUE,3.0,3,7.454545,2.352279,48.879908,0.1792452830188679,0.2
6109,10.0,RUE,3.0,3,11.65,2.352279,48.879908,0.1792452830188679,0.2
6110,10.0,RUE,3.0,3,10.111111,2.352279,48.879908,0.1792452830188679,0.2
6111,3.0,PAS,1.0,72,9.3125,2.357472,48.870955,0.3490566037735849,0.26666666666666666
6112,10.0,RUE,2.0,95,12.111111,2.348093,48.879574,0.1792452830188679,0.2
6113,61.0,RUE,4.0,60,12.0,2.339997,48.881007,0.16037735849056603,0.13333333333333333
6114,36.0,RUE,3.0,8,9.036363,2.350238,48.881063,0.19811320754716982,0.23333333333333334
6115,12.0,RUE,4.0,31,9.139726,2.365217,48.869343,0.1792452830188679,0.1
6116,12.0,RUE,3.0,31,11.903225,2.365217,48.869343,0.1792452830188679,0.1
6117,45.0,RUE,6.0,10,5.497491,2.346789,48.87896,0.2358490566037736,0.16666666666666666
6118,28.0,RUE,2.0,50,11.458333,2.368431,48.871076,0.1792452830188679,0.1
6119,28.0,RUE,1.0,50,11.225,2.368431,48.871076,0.1792452830188679,0.1
6120,11.0,BD,2.0,42,10.111111,2.375857,48.872765,0.41509433962264153,0.3333333333333333
6121,11.0,BD,3.0,42,10.170212,2.375857,48.872765,0.41509433962264153,0.3333333333333333
6122,8.0,RUE,2.0,63,13.375,2.347993,48.871307,0.11320754716981132,0.06666666666666667
6123,8.0,RUE,3.0,63,12.916666,2.347993,48.871307,0.11320754716981132,0.06666666666666667
6124,7.0,RUE,4.0,58,9.626016,2.33637,48.882018,0.16037735849056603,0.13333333333333333
6125,22.0,RUE,2.0,16,7.272727,2.374188,48.87264,0.16981132075471697,0.03333333333333333
6126,60.0,RUE,3.0,13,13.428571,2.335623,48.880107,0.16981132075471697,0.2
6127,5.0,CITE,2.0,63,13.017469,2.33974,48.88086,0.16037735849056603,0.13333333333333333
6128,2.0,RUE,5.0,77,9.953284,2.329037,48.880949,0.2358490566037736,0.2
6129,18.0,AV,3.0,21,9.992307,2.370259,48.873211,0.16981132075471697,0.03333333333333333
6130,28.0,RUE,5.0,92,10.222222,2.341612,48.878807,0.2358490566037736,0.16666666666666666
6131,28.0,RUE,2.0,92,9.260869,2.341612,48.878807,0.2358490566037736,0.16666666666666666
6132,3.0,RUE,3.0,59,15.789473,2.336738,48.878842,0.5188679245283019,0.7
6133,3.0,RUE,5.0,74,11.440677,2.347445,48.873978,0.11320754716981132,0.06666666666666667
6134,1.0,RUE,2.0,55,11.413125,2.342862,48.872918,0.22641509433962265,0.3333333333333333
6135,131.0,RUE,2.0,52,9.383666,2.356088,48.87724,0.22641509433962265,0.06666666666666667
6136,3.0,PAS,2.0,36,10.49,2.365661,48.878851,0.05660377358490566,0.06666666666666667
6137,22.0,RUE,2.0,15,10.0,2.351177,48.871427,0.11320754716981132,0.06666666666666667
6138,9.0,RUE,2.0,36,10.714285,2.334446,48.881105,0.16981132075471697,0.2
6139,9.0,RUE,4.0,36,9.848484,2.334446,48.881105,0.16981132075471697,0.2
6140,10.0,RUE,2.0,57,11.893939,2.373743,48.873619,0.16981132075471697,0.03333333333333333
6141,50.0,RUE,3.0,39,7.804878,2.331069,48.883177,0.4056603773584906,0.3333333333333333
6142,50.0,RUE,5.0,39,14.2448,2.331069,48.883177,0.4056603773584906,0.3333333333333333
6143,135.0,RUE,1.0,21,8.4172,2.376188,48.871862,0.41509433962264153,0.3333333333333333
6144,135.0,RUE,3.0,21,7.595744,2.376188,48.871862,0.41509433962264153,0.3333333333333333
6145,5.0,RUE,3.0,43,10.4,2.359789,48.870987,0.2641509433962264,0.2
6146,29.0,BD,3.0,60,10.325,2.374666,48.87383,0.16981132075471697,0.03333333333333333
6147,29.0,BD,2.0,60,9.90625,2.374666,48.87383,0.16981132075471697,0.03333333333333333
6148,29.0,BD,2.0,60,10.375,2.374666,48.87383,0.16981132075471697,0.03333333333333333
6149,29.0,BD,2.0,60,10.6425,2.374666,48.87383,0.16981132075471697,0.03333333333333333
6150,29.0,BD,2.0,60,10.697674,2.374666,48.87383,0.16981132075471697,0.03333333333333333
6151,33.0,RUE,1.0,104,5.0,2.333948,48.87972,0.12264150943396226,0.13333333333333333
6152,33.0,RUE,1.0,104,29.545454,2.333948,48.87972,0.12264150943396226,0.13333333333333333
6153,1.0,RUE,2.0,76,14.88825,2.349512,48.882339,0.19811320754716982,0.23333333333333334
6154,16.0,RUE,5.0,48,10.391071,2.347944,48.882492,0.19811320754716982,0.23333333333333334
6155,142.0,RUE,1.0,170,11.044827,2.359302,48.875009,0.11320754716981132,0.1
6156,142.0,RUE,2.0,170,11.131147,2.359302,48.875009,0.11320754716981132,0.1
6157,54.0,RUE,4.0,89,11.217391,2.340849,48.875397,0.16037735849056603,0.2
6158,33.0,RUE,3.0,52,10.333333,2.36298,48.869556,0.2641509433962264,0.2
6159,41.0,RUE,4.0,13,9.756666,2.361212,48.873115,0.19811320754716982,0.23333333333333334
6160,41.0,RUE,3.0,13,17.708333,2.361212,48.873115,0.19811320754716982,0.23333333333333334
6161,62.0,RUE,1.0,22,18.563,2.356256,48.872203,0.37735849056603776,0.3333333333333333
6162,62.0,RUE,1.0,22,20.625555,2.356256,48.872203,0.37735849056603776,0.3333333333333333
6163,2.0,RUE,5.0,29,12.857142,2.341703,48.876977,0.32075471698113206,0.2
6164,61.0,RUE,3.0,30,11.115671,2.370403,48.86989,0.36792452830188677,0.36666666666666664
6165,61.0,RUE,3.0,30,11.671641,2.370403,48.86989,0.36792452830188677,0.36666666666666664
6166,45.0,RUE,3.0,57,11.701444,2.361752,48.871305,0.19811320754716982,0.23333333333333334
6167,5.0,PAS,2.0,107,15.833333,2.372473,48.872347,0.16981132075471697,0.03333333333333333
6168,4.0,RUE,1.0,32,8.027027,2.364598,48.878845,0.05660377358490566,0.06666666666666667
6169,26.0,RUE,4.0,4,12.820512,2.359987,48.870345,0.2641509433962264,0.2
6170,16.0,BD,2.0,16,19.931034,2.355277,48.870725,0.3490566037735849,0.26666666666666666
6171,16.0,BD,3.0,16,10.222222,2.355277,48.870725,0.3490566037735849,0.26666666666666666
6172,16.0,BD,1.0,16,12.25,2.355277,48.870725,0.3490566037735849,0.26666666666666666
6173,16.0,BD,2.0,16,12.556,2.355277,48.870725,0.3490566037735849,0.26666666666666666
6174,88.0,RUE,3.0,51,12.557692,2.348036,48.876845,0.20754716981132076,0.26666666666666666
6175,9.0,CITE,6.0,89,13.786294,2.348905,48.875,0.20754716981132076,0.26666666666666666
6176,4.0,RUE,2.0,73,12.371428,2.349177,48.88247,0.19811320754716982,0.23333333333333334
6177,4.0,RUE,4.0,73,13.686111,2.349177,48.88247,0.19811320754716982,0.23333333333333334
6178,39.0,RUE,3.0,21,9.35652,2.358511,48.878924,0.22641509433962265,0.06666666666666667
6179,51.0,RUE,3.0,57,14.042553,2.331448,48.881036,0.16981132075471697,0.2
6180,28.0,RUE,2.0,79,9.714285,2.371731,48.876077,0.03773584905660377,0.03333333333333333
6181,28.0,RUE,4.0,79,8.266666,2.371731,48.876077,0.03773584905660377,0.03333333333333333
6182,43.0,RUE,2.0,97,18.86,2.341554,48.874517,0.32075471698113206,0.2
6183,176.0,RUE,5.0,13,7.28421,2.35769,48.880227,0.0660377358490566,0.0
6184,13.0,BD,4.0,32,9.932432,2.361304,48.870148,0.2641509433962264,0.2
6185,217.0,RUE,2.0,19,9.666666,2.370733,48.873084,0.16981132075471697,0.03333333333333333
6186,83.0,RUE,3.0,38,7.612903,2.346588,48.882412,0.2358490566037736,0.26666666666666666
6187,78.0,RUE,4.0,47,14.137837,2.354873,48.873351,0.37735849056603776,0.3333333333333333
6188,8.0,BD,1.0,64,11.566666,2.326825,48.869961,0.19811320754716982,0.4
6189,8.0,BD,1.0,64,9.722222,2.326825,48.869961,0.19811320754716982,0.4
6190,8.0,BD,2.0,64,18.910256,2.326825,48.869961,0.19811320754716982,0.4
6191,8.0,BD,1.0,64,19.0,2.326825,48.869961,0.19811320754716982,0.4
6192,8.0,BD,1.0,64,11.578947,2.326825,48.869961,0.19811320754716982,0.4
6193,8.0,BD,1.0,64,11.428566,2.326825,48.869961,0.19811320754716982,0.4
6194,8.0,BD,1.0,64,16.875,2.326825,48.869961,0.19811320754716982,0.4
6195,8.0,BD,1.0,64,11.578947,2.326825,48.869961,0.19811320754716982,0.4
6196,8.0,BD,1.0,64,13.333333,2.326825,48.869961,0.19811320754716982,0.4
6197,6.0,RUE,3.0,62,14.435483,2.345109,48.878857,0.2358490566037736,0.16666666666666666
6198,38.0,RUE,1.0,2,13.201428,2.335706,48.876255,0.16037735849056603,0.2
6199,19.0,RUE,4.0,61,8.766233,2.363742,48.878739,0.11320754716981132,0.1
6200,19.0,RUE,1.0,61,14.594594,2.363742,48.878739,0.11320754716981132,0.1
6201,3.0,RUE,2.0,72,14.1257,2.337007,48.877742,0.5188679245283019,0.7
6202,83.0,RUE,4.0,137,13.332352,2.371947,48.870356,0.36792452830188677,0.36666666666666664
6203,13.0,RUE,3.0,62,10.398833,2.352815,48.873281,0.37735849056603776,0.3333333333333333
6204,13.0,RUE,3.0,62,11.966363,2.352815,48.873281,0.37735849056603776,0.3333333333333333
6205,13.0,RUE,2.0,62,10.0,2.352815,48.873281,0.37735849056603776,0.3333333333333333
6206,26.0,RUE,4.0,91,13.674698,2.341389,48.87869,0.2358490566037736,0.16666666666666666
6207,26.0,RUE,3.0,91,5.95238,2.341389,48.87869,0.2358490566037736,0.16666666666666666
6208,19.0,RUE,4.0,61,9.892211,2.364408,48.880266,0.20754716981132076,0.13333333333333333
6209,19.0,RUE,4.0,61,11.472841,2.364408,48.880266,0.20754716981132076,0.13333333333333333
6210,84.0,QUAI,1.0,50,12.222222,2.364956,48.872411,0.04716981132075472,0.06666666666666667
6211,84.0,QUAI,2.0,50,12.742857,2.364956,48.872411,0.04716981132075472,0.06666666666666667
6212,84.0,QUAI,2.0,50,10.944871,2.364956,48.872411,0.04716981132075472,0.06666666666666667
6213,84.0,QUAI,3.0,50,11.555555,2.364956,48.872411,0.04716981132075472,0.06666666666666667
6214,35.0,BD,1.0,34,10.0,2.359772,48.871859,0.19811320754716982,0.23333333333333334
6215,11.0,RUE,1.0,79,7.37904,2.344493,48.878893,0.2358490566037736,0.16666666666666666
6216,11.0,RUE,1.0,79,10.434782,2.344493,48.878893,0.2358490566037736,0.16666666666666666
6217,70.0,BD,2.0,13,10.375,2.357885,48.875236,0.49056603773584906,0.5666666666666667
6218,70.0,BD,1.0,13,10.227272,2.357885,48.875236,0.49056603773584906,0.5666666666666667
6219,22.0,RUE,3.0,34,16.25,2.338289,48.880859,0.16037735849056603,0.13333333333333333
6220,22.0,RUE,1.0,34,10.0,2.338289,48.880859,0.16037735849056603,0.13333333333333333
6221,34.0,RUE,3.0,100,14.0,2.332586,48.882667,0.16981132075471697,0.2
6222,234.0,RUE,4.0,2,11.374166,2.365574,48.881288,0.20754716981132076,0.13333333333333333
6223,12.0,RUE,3.0,124,12.611111,2.333176,48.880384,0.16981132075471697,0.2
6224,1.0,RUE,2.0,51,9.888888,2.362423,48.86886,0.2641509433962264,0.2
6225,14.0,RUE,6.0,16,11.163043,2.328164,48.8789,0.12264150943396226,0.03333333333333333
6226,34.0,RUE,1.0,81,12.313846,2.337277,48.87874,0.5188679245283019,0.7
6227,34.0,RUE,5.0,81,12.333333,2.337277,48.87874,0.5188679245283019,0.7
6228,64.0,BD,5.0,80,10.745192,2.358225,48.874154,0.37735849056603776,0.3333333333333333
6229,64.0,RUE,2.0,107,13.484848,2.327125,48.880047,0.2358490566037736,0.2
6230,42.0,RUE,5.0,15,13.36036,2.341604,48.879653,0.2358490566037736,0.16666666666666666
6231,42.0,RUE,3.0,15,9.302325,2.341604,48.879653,0.2358490566037736,0.16666666666666666
6232,42.0,RUE,2.0,15,12.197857,2.341604,48.879653,0.2358490566037736,0.16666666666666666
6233,12.0,BD,5.0,55,8.75,2.362295,48.869608,0.2641509433962264,0.2
6234,12.0,BD,3.0,55,9.782608,2.362295,48.869608,0.2641509433962264,0.2
6235,36.0,RUE,2.0,120,11.666666,2.345556,48.875254,0.32075471698113206,0.2
6236,36.0,RUE,5.0,120,10.90909,2.345556,48.875254,0.32075471698113206,0.2
6237,34.0,RUE,3.0,96,9.44,2.334254,48.879793,0.12264150943396226,0.13333333333333333
6238,1.0,SQ,4.0,19,14.787012,2.332934,48.87907,0.12264150943396226,0.13333333333333333
6239,32.0,RUE,3.0,52,12.096774,2.368334,48.871231,0.1792452830188679,0.1
6240,8.0,RUE,6.0,63,14.351428,2.369669,48.874798,0.07547169811320754,0.06666666666666667
6241,2.0,RUE,1.0,114,19.58,2.344132,48.876575,0.32075471698113206,0.2
6242,4.0,RUE,3.0,24,10.646153,2.350706,48.878778,0.1792452830188679,0.2
6243,17.0,RUE,2.0,25,12.772413,2.340373,48.874038,0.05660377358490566,0.1
6244,58.0,RUE,3.0,109,12.714285,2.346478,48.880564,0.2358490566037736,0.26666666666666666
6245,58.0,RUE,2.0,109,11.8125,2.346478,48.880564,0.2358490566037736,0.26666666666666666
6246,58.0,RUE,1.0,109,8.119999,2.346478,48.880564,0.2358490566037736,0.26666666666666666
6247,58.0,RUE,1.0,109,9.214285,2.346478,48.880564,0.2358490566037736,0.26666666666666666
6248,28.0,RUE,2.0,52,10.505882,2.327334,48.87184,0.2169811320754717,0.23333333333333334
6249,44.0,RUE,4.0,138,10.425531,2.340922,48.876621,0.16037735849056603,0.2
6250,44.0,RUE,2.0,138,11.4,2.340922,48.876621,0.16037735849056603,0.2
6251,44.0,RUE,3.0,138,12.571428,2.340922,48.876621,0.16037735849056603,0.2
6252,32.0,RUE,2.0,83,14.76,2.371037,48.871435,0.16981132075471697,0.03333333333333333
6253,22.0,RUE,1.0,39,20.05,2.333415,48.879124,0.12264150943396226,0.13333333333333333
6254,15.0,RUE,2.0,20,10.757575,2.337338,48.876684,0.16037735849056603,0.2
6255,15.0,RUE,2.0,20,12.826086,2.337338,48.876684,0.16037735849056603,0.2
6256,5.0,RUE,3.0,53,13.265306,2.331032,48.881588,0.16981132075471697,0.2
6257,6.0,RUE,3.0,14,8.316666,2.366469,48.871154,0.1792452830188679,0.1
6258,6.0,RUE,1.0,14,11.315789,2.366469,48.871154,0.1792452830188679,0.1
6259,4.0,CITE,5.0,59,9.090909,2.339674,48.880982,0.16037735849056603,0.13333333333333333
6260,63.0,RUE,2.0,72,12.222222,2.354972,48.87257,0.37735849056603776,0.3333333333333333
6261,63.0,RUE,4.0,72,10.0,2.354972,48.87257,0.37735849056603776,0.3333333333333333
6262,32.0,RUE,2.0,47,11.111111,2.371933,48.874674,0.03773584905660377,0.03333333333333333
6263,10.0,RUE,1.0,83,8.303571,2.347004,48.874083,0.22641509433962265,0.3333333333333333
6264,10.0,RUE,2.0,83,9.411764,2.347004,48.874083,0.22641509433962265,0.3333333333333333
6265,65.0,RUE,3.0,77,13.047619,2.333465,48.874237,0.18867924528301888,0.23333333333333334
6266,40.0,QUAI,1.0,34,10.60606,2.367327,48.869355,0.1792452830188679,0.1
6267,66.0,RUE,2.0,73,9.793103,2.354422,48.872646,0.37735849056603776,0.3333333333333333
6268,6.0,RUE,3.0,26,10.583333,2.328627,48.881927,0.2358490566037736,0.2
6269,15.0,RUE,3.0,21,11.066666,2.365796,48.868365,0.1792452830188679,0.1
6270,15.0,RUE,2.0,21,9.1875,2.365796,48.868365,0.1792452830188679,0.1
6271,15.0,RUE,2.0,21,11.913043,2.365796,48.868365,0.1792452830188679,0.1
6272,6.0,RUE,2.0,78,10.535714,2.355927,48.869402,0.3490566037735849,0.26666666666666666
6273,6.0,RUE,3.0,78,11.0625,2.355927,48.869402,0.3490566037735849,0.26666666666666666
6274,2.0,CITE,3.0,175,10.111458,2.345046,48.879434,0.2358490566037736,0.16666666666666666
6275,8.0,RUE,3.0,28,14.526923,2.359641,48.880935,0.20754716981132076,0.03333333333333333
6276,140.0,RUE,2.0,107,14.814814,2.354722,48.8786,0.22641509433962265,0.06666666666666667
6277,1.0,RUE,2.0,45,11.710526,2.359597,48.870769,0.2641509433962264,0.2
6278,46.0,RUE,3.0,11,9.804029,2.341227,48.879748,0.5188679245283019,0.7
6279,46.0,RUE,3.0,11,11.666666,2.341227,48.879748,0.5188679245283019,0.7
6280,46.0,RUE,1.0,11,12.65325,2.341227,48.879748,0.5188679245283019,0.7
6281,17.0,RUE,2.0,25,10.465116,2.365518,48.874276,0.07547169811320754,0.06666666666666667
6282,42.0,RUE,1.0,21,14.371619,2.336535,48.879353,0.5188679245283019,0.7
6283,64.0,RUE,2.0,7,10.351351,2.335723,48.880745,0.16037735849056603,0.13333333333333333
6284,64.0,RUE,2.0,7,12.631578,2.335723,48.880745,0.16037735849056603,0.13333333333333333
6285,43.0,RUE,6.0,9,4.875,2.343575,48.873991,0.22641509433962265,0.3333333333333333
6286,43.0,RUE,5.0,9,10.310447,2.343575,48.873991,0.22641509433962265,0.3333333333333333
6287,43.0,RUE,2.0,9,11.764705,2.343575,48.873991,0.22641509433962265,0.3333333333333333
6288,66.0,BD,4.0,2,7.476635,2.357256,48.874259,0.49056603773584906,0.5666666666666667
6289,36.0,RUE,3.0,3,9.803921,2.352457,48.877639,0.1792452830188679,0.2
6290,2.0,CITE,3.0,50,10.0,2.358322,48.872849,0.37735849056603776,0.3333333333333333
6291,2.0,CITE,4.0,50,11.410256,2.358322,48.872849,0.37735849056603776,0.3333333333333333
6292,4.0,RUE,4.0,38,10.01,2.36666,48.882756,0.20754716981132076,0.13333333333333333
6293,7.0,RUE,2.0,24,22.666666,2.354489,48.874478,0.49056603773584906,0.5666666666666667
6294,7.0,RUE,2.0,24,10.497777,2.354489,48.874478,0.49056603773584906,0.5666666666666667
6295,48.0,RUE,4.0,82,12.254901,2.334963,48.880294,0.16981132075471697,0.2
6296,17.0,RUE,1.0,86,10.208333,2.342775,48.878544,0.2358490566037736,0.16666666666666666
6297,60.0,RUE,2.0,38,14.575999,2.363521,48.872678,0.19811320754716982,0.23333333333333334
6298,60.0,RUE,1.0,38,13.5,2.363521,48.872678,0.19811320754716982,0.23333333333333334
6299,60.0,RUE,1.0,38,10.882352,2.363521,48.872678,0.19811320754716982,0.23333333333333334
6300,15.0,RUE,2.0,30,12.382978,2.337233,48.879999,0.5188679245283019,0.7
6301,39.0,RUE,3.0,36,17.931034,2.368475,48.869226,0.1792452830188679,0.1
6302,14.0,RUE,4.0,55,7.69772,2.330196,48.878171,0.12264150943396226,0.13333333333333333
6303,20.0,VC,1.0,33,6.25,2.354066,48.871376,0.37735849056603776,0.3333333333333333
6304,14.0,RUE,4.0,16,7.896611,2.349605,48.87641,0.20754716981132076,0.26666666666666666
6305,136.0,BD,4.0,25,8.736842,2.352077,48.881008,0.19811320754716982,0.23333333333333334
6306,136.0,BD,2.0,25,10.0,2.352077,48.881008,0.19811320754716982,0.23333333333333334
6307,27.0,RUE,1.0,20,13.857142,2.353342,48.880167,0.0660377358490566,0.0
6308,28.0,RUE,3.0,21,11.510655,2.35031,48.872791,0.11320754716981132,0.06666666666666667
6309,28.0,RUE,1.0,21,7.692307,2.35031,48.872791,0.11320754716981132,0.06666666666666667
6310,51.0,RUE,3.0,3,10.681656,2.356318,48.872031,0.37735849056603776,0.3333333333333333
6311,16.0,RUE,2.0,115,13.117647,2.335539,48.879202,0.12264150943396226,0.13333333333333333
6312,16.0,RUE,3.0,115,12.914634,2.335539,48.879202,0.12264150943396226,0.13333333333333333
6313,40.0,RUE,3.0,90,13.68421,2.344235,48.877872,0.2358490566037736,0.16666666666666666
6314,6.0,RUE,1.0,19,17.173913,2.368968,48.870835,0.1792452830188679,0.1
6315,49.0,RUE,1.0,59,7.5,2.345495,48.879163,0.2358490566037736,0.16666666666666666
6316,49.0,RUE,2.0,59,7.714285,2.345495,48.879163,0.2358490566037736,0.16666666666666666
6317,10.0,RUE,3.0,21,10.665789,2.357977,48.872038,0.37735849056603776,0.3333333333333333
6318,8.0,RUE,1.0,61,12.864494,2.32687,48.870583,0.19811320754716982,0.4
6319,8.0,RUE,1.0,61,25.434782,2.32687,48.870583,0.19811320754716982,0.4
6320,4.0,RUE,2.0,33,12.903225,2.341145,48.881463,0.16037735849056603,0.13333333333333333
6321,20.0,RUE,1.0,183,15.357142,2.343311,48.875213,0.32075471698113206,0.2
6322,20.0,RUE,2.0,183,6.363636,2.343311,48.875213,0.32075471698113206,0.2
6323,20.0,RUE,1.0,183,9.473684,2.343311,48.875213,0.32075471698113206,0.2
6324,20.0,RUE,3.0,183,11.866666,2.343311,48.875213,0.32075471698113206,0.2
