Geo Point;Geo Shape;OBJECTID;id_ref_zdl;gares_id;nom_gare;nomlong;nom_iv;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;cod_resf;res_stif;exploitant;num_psr;idf;principal;x;y;picto ligne
48.8298901578,2.2631785657;"{""type"": ""Point"", ""coordinates"": [2.263178565700459, 48.829890157794814]}";416;43410;368;Issy-Val-de-Seine - RER;ISSY-VAL DE SEINE;Issy-Val-de-Seine;3562;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-317;2;TRAMWAY;T2;5.0;112.0;RATP;0;1;0;645909.7251;6859122.6908;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.8247110179,2.31882969127;"{""type"": ""Point"", ""coordinates"": [2.318829691269952, 48.824711017896654]}";443;43462;985;Jean Moulin;JEAN MOULIN;Jean Moulin;5468;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A-1308;3A;TRAMWAY;T3A;5.0;112.0;RATP;0;1;0;649990.0171;6858510.1507;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.8833348766,2.23387143379;"{""type"": ""Point"", ""coordinates"": [2.233871433790775, 48.883334876553704]}";453;43184;713;Puteaux;PUTEAUX;Puteaux;3551;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-379;2;TRAMWAY;T2;5.0;112.0;RATP;382382;1;0;643816.0049;6865085.6726;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.938082615,2.36074604376;"{""type"": ""Point"", ""coordinates"": [2.360746043761455, 48.93808261495897]}";456;44859;52;Basilique de Saint-Denis;BASILIQUE DE SAINT-DENIS;Basilique de Saint-Denis;3517;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1025;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;653169.4095;6871090.6483;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.8326768719,2.2880694576;"{""type"": ""Point"", ""coordinates"": [2.288069457597242, 48.83267687187786]}";457;49515;999;Porte de Versailles;PORTE DE VERSAILLES;Porte de Versailles;5463;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A-112035;3A;TRAMWAY;T3A;5.0;112.0;RATP;0;1;0;647739.716;6859415.7773;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.8318724684,2.28720713917;"{""type"": ""Point"", ""coordinates"": [2.287207139172818, 48.831872468404676]}";458;49515;1012;Porte de Versailles;PORTE DE VERSAILLES;Porte de Versailles;5448;Tramway;0;0;0;0;1;0;0;0;0;0;0;T2;0;0;A01192;;T2;32.0;T2-112035;2;TRAMWAY;T2;5.0;112.0;RATP;0;1;0;647675.6106;6859326.9083;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.8347500104,2.27124150094;"{""type"": ""Point"", ""coordinates"": [2.27124150093783, 48.83475001035513]}";461;45358;1011;Henri Farmann;HENRI FARMANN;Henri Farmann;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-1501;2;TRAMWAY;T2;5.0;112.0;RATP;0;1;0;646506.5978;6859657.5544;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.9531682468,2.31540361211;"{""type"": ""Point"", ""coordinates"": [2.315403612112167, 48.95316824676445]}";467;415806;1191;Rose Bertin;ROSE BERTIN;Rose Bertin;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-117069;8;TRAMWAY;T8;0.0;0.0;RATP;0;1;0;649862.3296;6872796.014;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de
48.9555044771,2.2955916949;"{""type"": ""Point"", ""coordinates"": [2.295591694903068, 48.955504477118595]}";470;50483;1195;Epinay-Orgemont;EPINAY-ORGEMONT;Epinay-Orgemont;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;T8;0;0;A02150;C01795;T8;0.0;T8-117072;8;TRAMWAY;T8;0.0;0.0;RATP;0;1;0;648413.7231;6873068.5658;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de
48.9334498408,2.30708965353;"{""type"": ""Point"", ""coordinates"": [2.307089653527023, 48.93344984077205]}";477;43130;1079;Gare de Gennevilliers;GARE DE GENNEVILLIERS;Gare de Gennevilliers;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-428;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;649234.2155;6870608.6472;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.9333553822,2.29460298939;"{""type"": ""Point"", ""coordinates"": [2.294602989386074, 48.93335538222904]}";479;50664;1081;Le Village;LE VILLAGE;Le Village;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1032;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;648319.3156;6870606.2437;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.8966643963,2.24007925205;"{""type"": ""Point"", ""coordinates"": [2.240079252051399, 48.89666439631881]}";484;58496;1086;Faubourg de l'Arche;FAUBOURG DE L ARCHE;Faubourg de l'Arche;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-1505;2;TRAMWAY;T2;5.0;112.0;RATP;0;1;0;644285.5052;6866563.4258;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.8765687753,2.40703492196;"{""type"": ""Point"", ""coordinates"": [2.407034921962183, 48.87656877529155]}";490;44529;1092;Porte des Lilas;PORTE DES LILAS;Porte des Lilas;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;C01679;T3B;0.0;T3B-111035;3B;TRAMWAY;T3B;5.0;112.0;RATP;0;1;0;656509.0161;6864224.0345;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987
48.8794703691,2.40122176128;"{""type"": ""Point"", ""coordinates"": [2.401221761278451, 48.87947036907197]}";504;45616;1106;Hôpital Robert Debré;HOPITAL ROBERT DEBRE;Hôpital Robert Debré;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;;T3B;0.0;T3B-1604;3B;TRAMWAY;T3B;5.0;112.0;RATP;0;1;0;656085.105;6864549.8917;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987
48.8974328495,2.39504174968;"{""type"": ""Point"", ""coordinates"": [2.395041749682104, 48.89743284946484]}";507;58499;1109;Ella Fitzgerald;ELLA FITZGERALD;Ella Fitzgerald;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;;T3B;0.0;T3B-1607;3B;TRAMWAY;T3B;5.0;112.0;RATP;0;1;0;655647.1692;6866550.6837;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987
48.8890076495,2.39568107471;"{""type"": ""Point"", ""coordinates"": [2.395681074711602, 48.88900764950692]}";513;44521;1116;Porte de Pantin;PORTE DE PANTIN;Porte de Pantin;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;;T3B;0.0;T3B-1612;3B;TRAMWAY;T3B;5.0;112.0;RATP;0;1;0;655686.8707;6865613.4809;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987
48.9785246243,2.38504919201;"{""type"": ""Point"", ""coordinates"": [2.385049192009275, 48.978524624291886]}";516;43748;1119;Les Lochères;LES LOCHERES;Les Lochères;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01760;;T5;35.0;T5-1701;5;TRAMWAY;T5;5.0;112.0;RATP;0;1;0;654984.8022;6875573.7415;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
48.9792761263,2.38020425433;"{""type"": ""Point"", ""coordinates"": [2.380204254325135, 48.97927612626855]}";517;44298;1120;Paul Valéry;PAUL VALERY;Paul Valéry;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01760;;T5;35.0;T5-1702;5;TRAMWAY;T5;5.0;112.0;RATP;0;1;0;654630.8097;6875660.0845;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
48.97749309,2.37224292371;"{""type"": ""Point"", ""coordinates"": [2.372242923708273, 48.97749308997529]}";519;59018;1122;Les Cholettes;LES CHOLETTES;Les Cholettes;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01760;;T5;35.0;T5-1704;5;TRAMWAY;T5;5.0;112.0;RATP;0;1;0;654046.4743;6875466.4075;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
48.78728035,2.36698844495;"{""type"": ""Point"", ""coordinates"": [2.366988444947911, 48.78728035004913]}";532;45049;1142;Villejuif-Louis Aragon;VILLEJUIF-LOUIS ARAGON;Villejuif-Louis Aragon;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;T7;0;0;A02134;;T7;37.0;T7-107005;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;653492.2811;6854318.9461;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.7789363931,2.3674058645;"{""type"": ""Point"", ""coordinates"": [2.367405864497285, 48.77893639308638]}";534;42882;1144;Domaine Chérioux;DOMAINE CHERIOUX;Domaine Chérioux;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1813;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;653515.5161;6853390.9843;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.763375153,2.36779053573;"{""type"": ""Point"", ""coordinates"": [2.367790535734809, 48.76337515298245]}";537;58784;1147;Auguste Perret;AUGUSTE PERRET;Auguste Perret;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1816;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;653529.9294;6851660.6122;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.7528113597,2.36195215258;"{""type"": ""Point"", ""coordinates"": [2.361952152582564, 48.752811359698114]}";540;57491;1150;Place de la Logistique;PLACE DE LA LOGISTIQUE;Place de la Logistique;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1819;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;653091.3022;6850489.5636;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.7416844931,2.35279538131;"{""type"": ""Point"", ""coordinates"": [2.352795381310017, 48.74168449313641]}";544;44787;1154;La Fraternelle;FRATERNELLE;La Fraternelle;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-305;7;TRAMWAY;T7;5.0;112.0;RATP;0;0;0;652407.9798;6849257.9513;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.7385627773,2.36991014668;"{""type"": ""Point"", ""coordinates"": [2.369910146676412, 48.73856277725126]}";546;58781;1156;Caroline Aigle;CAROLINE AIGLE;Caroline Aigle;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1804;7;TRAMWAY;T7;5.0;112.0;RATP;0;0;0;653663.7129;6848900.6998;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.7340881621,2.37125037622;"{""type"": ""Point"", ""coordinates"": [2.371250376223923, 48.734088162111085]}";547;58782;1157;Coeur d'Orly;COEUR D'ORLY;Coeur d'Orly;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1805;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;653758.3088;6848402.4278;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.7849021663,2.23713270497;"{""type"": ""Point"", ""coordinates"": [2.237132704968192, 48.78490216629835]}";559;50800;1169;Georges Pompidou;GEORGES POMPIDOU;Georges Pompidou;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117050;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;643949.423;6854138.8606;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697
48.7835393328,2.22528029528;"{""type"": ""Point"", ""coordinates"": [2.225280295281189, 48.7835393327651]}";561;42830;1171;Meudon-la-Forêt;MEUDON-LA-FORET;Meudon-la-Forêt;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117048;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;643077.1253;6853995.816;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697
48.7836246222,2.21443350205;"{""type"": ""Point"", ""coordinates"": [2.214433502050176, 48.78362462215806]}";563;42846;1173;Dewoitine;DEWOITINE;Dewoitine;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117046;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;642280.2728;6854013.1727;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697
48.7804547115,2.19140991927;"{""type"": ""Point"", ""coordinates"": [2.191409919273295, 48.78045471153041]}";566;42430;1176;Mairie de Vélizy;MAIRIE DE VELIZY;Mairie de Vélizy;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117043;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;640585.0575;6853677.8126;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697
48.9352661458,2.34786240776;"{""type"": ""Point"", ""coordinates"": [2.347862407755532, 48.93526614581903]}";570;43197;1181;Gare de Saint-Denis;GARE DE SAINT-DENIS;Gare de Saint-Denis;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-416;8;TRAMWAY;T8;0.0;0.0;RATP;0;1;0;652223.0122;6870785.1767;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de
48.8010776114,2.17096740108;"{""type"": ""Point"", ""coordinates"": [2.170967401079032, 48.801077611416815]}";576;46688;1199;VIROFLAY R.G;VIROFLAY RIVE GAUCHE;Viroflay Rive Gauche;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;0.0;T6-73;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;639107.0765;6855986.2918;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697
49.0387620448,1.58153210234;"{""type"": ""Point"", ""coordinates"": [1.581532102335018, 49.03876204475329]}";578;46984;92;BONNIÈRES;BONNIERES;BONNIERES;2689;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;GRD LIGNES;37.0;GRD LIGNES-110;GL;GRANDES LIGNES;GL;6.0;854.0;SNCF;415893;1;0;596291.1765;6883029.0255;
48.7803137964,2.31230771689;"{""type"": ""Point"", ""coordinates"": [2.312307716888593, 48.780313796396975]}";584;43097;102;BOURG-LA-REINE;BOURG-LA-REINE;BOURG-LA-REINE;2467;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-298;B;RER;RER B;2.0;802.0;RATP;758698;1;0;649468.2085;6853577.9767;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
48.4344906129,2.37667281716;"{""type"": ""Point"", ""coordinates"": [2.376672817155075, 48.43449061285579]}";587;47895;106;BOUTIGNY-SUR-ESSONNE;BOUTIGNY-SUR-ESSONNE;BOUTIGNY-SUR-ESSONNE;2888;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-214;D;RER;RER D;2.0;804.0;SNCF;681478;1;0;653894.1826;6815094.2882;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.9323054161,2.47567437083;"{""type"": ""Point"", ""coordinates"": [2.475674370833512, 48.93230541606911]}";590;46163;77;BLANC-MESNIL;BLANC-MESNIL;BLANC-MESNIL;2483;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-404;B;RER;RER B;2.0;802.0;SNCF;271478;1;0;661584.448;6870386.1867;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
48.3416635419,2.37881544334;"{""type"": ""Point"", ""coordinates"": [2.378815443343739, 48.341663541919765]}";591;43092;81;BOIGNEVILLE;BOIGNEVILLE;BOIGNEVILLE;2891;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-216;D;RER;RER D;2.0;804.0;SNCF;684407;1;0;653971.4951;6804775.4459;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.894012515,2.47979332996;"{""type"": ""Point"", ""coordinates"": [2.479793329961401, 48.89401251501927]}";597;43096;89;BONDY;BONDY;BONDY;2937;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;;RER E;28.0;RER E-361;E;RER;RER E;2.0;805.0;SNCF;113407;1;0;661858.1728;6866126.0843;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87
49.0918829954,3.06269040835;"{""type"": ""Point"", ""coordinates"": [3.062690408354957, 49.09188299537501]}";598;47491;229;CROUY-SUR-OURCQ;CROUY-SUR-OURCQ;CROUY-SUR-OURCQ;2995;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-434;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116640;1;1;704579.0562;6888007.251;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
48.7255353058,2.41956502438;"{""type"": ""Point"", ""coordinates"": [2.41956502437794, 48.72553530576058]}";599;46387;3;ABLON;ABLON;ABLON;2550;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-425;C;RER;RER C;2.0;803.0;SNCF;545269;1;0;657304.576;6847424.3179;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
48.9706650483,2.07773176593;"{""type"": ""Point"", ""coordinates"": [2.077731765931403, 48.9706650483331]}";602;47908;7;ACHÈRES-VILLE;ACHERES-VILLE;ACHERES VILLE;2698;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-127;L;TRAIN;LIGNE L;1.0;854.0;SNCF;381657;1;0;632479.4116;6874918.7325;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270
48.3112962757,2.00352500008;"{""type"": ""Point"", ""coordinates"": [2.003525000080969, 48.31129627565133]}";606;47917;18;ANGERVILLE;ANGERVILLE;ANGERVILLE;2817;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;GRD LIGNES;37.0;GRD LIGNES-194;GL;GRANDES LIGNES;GL;6.0;852.0;SNCF;543090;1;0;626121.8463;6801685.3314;
48.7549465264,2.30098685572;"{""type"": ""Point"", ""coordinates"": [2.300986855722909, 48.7549465264305]}";607;43066;20;ANTONY;ANTONY;ANTONY;2464;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-301;B;RER;RER B;2.0;802.0;RATP;758755;1;1;648611.4025;6850764.9001;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
48.9321960051,2.49551314123;"{""type"": ""Point"", ""coordinates"": [2.495513141228173, 48.93219600505699]}";616;43071;37;AULNAY-SOUS-BOIS;AULNAY-SOUS-BOIS;AULNAY-SOUS-BOIS;2484;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-405;B;RER;RER B;2.0;802.0;SNCF;271411;1;1;663037.8692;6870364.5511;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
48.8644617484,2.27212062164;"{""type"": ""Point"", ""coordinates"": [2.272120621636197, 48.86446174837966]}";620;45447;42;AV. HENRI MARTIN;AVENUE HENRI MARTIN;AVENUE HENRI MARTIN;2513;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-333;C;RER;RER C;2.0;803.0;SNCF;381046;1;0;646601.5804;6862960.5952;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
48.8189478009,2.22980800373;"{""type"": ""Point"", ""coordinates"": [2.229808003729513, 48.818947800937735]}";625;43088;62;BELLEVUE;BELLEVUE;BELLEVUE;2754;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-289;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393116;1;0;643448.1911;6857929.4251;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
49.0984002625,2.36127055524;"{""type"": ""Point"", ""coordinates"": [2.361270555241056, 49.09840026247685]}";626;47524;63;BELLOY-SAINT-MARTIN;BELLOY-SAINT-MARTIN;BELLOY SAINT-MARTIN;3061;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-264;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276550;1;0;653352.0527;6888918.9524;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
48.8599987304,1.8755955903;"{""type"": ""Point"", ""coordinates"": [1.875595590302067, 48.85999873043873]}";628;46857;69;BEYNES;BEYNES;BEYNES;2779;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-91;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393363;1;0;617506.4097;6862805.5644;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
48.8298750437,2.37669589214;"{""type"": ""Point"", ""coordinates"": [2.376695892136014, 48.82987504370408]}";629;45301;71;BIBLIOTHÈQUE FRANCOIS MITTERRAND;BIBLIOTHEQUE FRANCOIS MITTERRAND;BIBLIOTHÈQUE FRANCOIS MITTERRAND;2574;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-383;C;RER;RER C;2.0;803.0;SNCF;0;1;0;654242.8628;6859049.2394;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
48.8085020653,3.08034301057;"{""type"": ""Point"", ""coordinates"": [3.080343010570904, 48.808502065294775]}";633;43117;216;COULOMMIERS;COULOMMIERS;COULOMMIERS;2978;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-31;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116301;1;1;705900.508;6856495.1552;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
49.0325740896,2.69945308646;"{""type"": ""Point"", ""coordinates"": [2.69945308646072, 49.032574089566886]}";638;46736;230;DAMMARTIN-JUILLY-SAINT-MARD;DAMMARTIN-JUILLY-SAINT-MARD;DAMMARTIN JUILLY SAINT-MARD;3098;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02175;;LIGNE K;36.0;LIGNE K-37;K;TRAIN;LIGNE K;1.0;853.0;SNCF;271536;1;1;678022.2848;6881451.1385;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d
48.9633441128,1.80909450877;"{""type"": ""Point"", ""coordinates"": [1.809094508773783, 48.96334411275807]}";653;47882;261;ÉPÔNE-MÉZIÈRES;EPONE-MEZIERES;ÉPÔNE MÉZIÈRES;2783;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-130;N;TRAIN;LIGNE N;1.0;852.0;SNCF;386763;1;0;612801.1351;6874367.855;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
